#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
data/samples/V583.fasta	NC_004668.1	519118	520101	cylI	1-984/984	========/======	2/2	99.90	96.45	vfdb	AAM75254	vfdb~~~cylI~~~AAM75254 (cylI) cytolysin immunity protein [Cytolysin (VF0356)] [Enterococcus faecalis str. MMH594]
data/samples/V583.fasta	NC_004668.1	779877	782891	EF0818	1-3015/3015	===============	0/0	100.00	100.00	vfdb	NP_814561	vfdb~~~EF0818~~~NP_814561 (EF0818) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	915924	916934	bopD	1-1011/1011	===============	0/0	100.00	100.00	vfdb	NP_814691	vfdb~~~bopD~~~NP_814691 (bopD) sugar-binding transcriptional regulator LacI family [BopD (VF0362)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1057387	1060698	ebpA	1-3312/3312	===============	0/0	100.00	100.00	vfdb	NP_814821	vfdb~~~ebpA~~~NP_814821 (ebpA) endocarditis and biofilm-associated pilus tip protein EbpA [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1060702	1062132	ebpB	1-1431/1431	===============	0/0	100.00	100.00	vfdb	NP_814822	vfdb~~~ebpB~~~NP_814822 (ebpB) endocarditis and biofilm-associated pilus minor subunit EbpB [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1062129	1064006	ebpC	1-1878/1878	===============	0/0	100.00	100.00	vfdb	NP_814823	vfdb~~~ebpC~~~NP_814823 (ebpC) endocarditis and biofilm-associated pilus major subunit EbpC [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1064100	1064954	srtC	1-855/855	===============	0/0	100.00	100.00	vfdb	NP_814824	vfdb~~~srtC~~~NP_814824 (srtC) sortase [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1068036	1070060	ace	1-2025/2025	===============	0/0	100.00	100.00	vfdb	NP_814829	vfdb~~~ace~~~NP_814829 (ace) collagen adhesin protein [Ace (VF0355)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1762058	1762912	sprE	1-855/855	===============	0/0	100.00	100.00	vfdb	NP_815515	vfdb~~~sprE~~~NP_815515 (sprE) serine proteinase V8 family [SprE (VF0358)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1762961	1764493	gelE	1-1533/1533	===============	0/0	100.00	100.00	vfdb	NP_815516	vfdb~~~gelE~~~NP_815516 (gelE) coccolysin [Gelatinase (VF0357)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1764728	1766071	fsrC	1-1344/1344	===============	0/0	100.00	100.00	vfdb	NP_815517	vfdb~~~fsrC~~~NP_815517 (fsrC) histidine kinase putative [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1766068	1766796	fsrB	1-729/729	===============	0/0	100.00	100.00	vfdb	NP_815518	vfdb~~~fsrB~~~NP_815518 (fsrB) agrBfs protein [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1766885	1767616	fsrA	1-732/732	===============	0/0	100.00	100.00	vfdb	NP_815519	vfdb~~~fsrA~~~NP_815519 (fsrA) response regulator [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1838713	1841940	fss3	1-3228/3228	===============	0/0	100.00	100.00	vfdb	NP_815578	vfdb~~~fss3~~~NP_815578 (fss3) Enterococcus faecalis surface protein Fss3 fibrinogen binding protein [Fibrinogen binding protein (AI273)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	1996629	1997555	efaA	1-927/927	===============	0/0	100.00	100.00	vfdb	NP_815739	vfdb~~~efaA~~~NP_815739 (efaA) endocarditis specific antigen [EfaA (VF0354)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2406279	2407091	cpsK	1-813/813	===============	0/0	100.00	100.00	vfdb	NP_816131	vfdb~~~cpsK~~~NP_816131 (cpsK) ABC transporter permease protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2407091	2408434	cpsJ	1-1344/1344	===============	0/0	100.00	100.00	vfdb	NP_816132	vfdb~~~cpsJ~~~NP_816132 (cpsJ) ABC transporter ATP-binding protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2408460	2409599	cpsI	1-1140/1140	===============	0/0	100.00	100.00	vfdb	NP_816133	vfdb~~~cpsI~~~NP_816133 (cpsI) UDP-galactopyranose mutase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2409658	2410056	cpsH	1-399/399	===============	0/0	100.00	100.00	vfdb	NP_816134	vfdb~~~cpsH~~~NP_816134 (cpsH) lipoprotein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2410074	2412527	cpsG	1-2454/2454	===============	0/0	100.00	100.00	vfdb	NP_816135	vfdb~~~cpsG~~~NP_816135 (cpsG) MurB family protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2412554	2413405	cpsF	1-852/852	===============	0/0	100.00	100.00	vfdb	NP_816136	vfdb~~~cpsF~~~NP_816136 (cpsF) CpsF protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2413429	2415939	cpsE	1-2511/2511	===============	0/0	100.00	100.00	vfdb	NP_816137	vfdb~~~cpsE~~~NP_816137 (cpsE) glycosyl transferase group 2 family protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2416009	2417475	cpsD	1-1467/1467	===============	0/0	100.00	100.00	vfdb	NP_816138	vfdb~~~cpsD~~~NP_816138 (cpsD) glycosyl transferase group 2 family protein [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2417494	2418663	cpsC	1-1170/1170	===============	0/0	100.00	100.00	vfdb	NP_816139	vfdb~~~cpsC~~~NP_816139 (cpsC) teichoic acid biosynthesis protein putative [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2419136	2419936	cpsB	1-801/801	===============	0/0	100.00	100.00	vfdb	NP_816140	vfdb~~~cpsB~~~NP_816140 (cpsB) phosphatidate cytidylyltransferase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2419933	2420748	cpsA	1-816/816	===============	0/0	100.00	100.00	vfdb	NP_816141	vfdb~~~cpsA~~~NP_816141 (cpsA) undecaprenyl diphosphate synthase [Capsule (VF0361)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2428532	2433487	fss2	1-4956/4956	===============	0/0	100.00	100.00	vfdb	NP_816151	vfdb~~~fss2~~~NP_816151 (fss2) Enterococcus faecalis surface protein Fss2 fibrinogen binding protein [Fibrinogen binding protein (AI272)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004668.1	2901752	2905870	EF3023	1-4119/4119	===============	0/0	100.00	100.00	vfdb	NP_816637	vfdb~~~EF3023~~~NP_816637 (EF3023) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004669.1	35117	39007	asa1	1-3891/3891	===============	0/0	100.00	100.00	vfdb	NP_816972	vfdb~~~asa1~~~NP_816972 (asa1) aggregation substance Asa1 [AS (VF0352)] [Enterococcus faecalis V583]
data/samples/V583.fasta	NC_004671.1	9960	13877	prgB/asc10	1-3918/3918	===============	0/0	100.00	100.00	vfdb	NP_817031	vfdb~~~prgB/asc10~~~NP_817031 (prgB/asc10) aggregation substance PrgB/Asc10 [AS (VF0352)] [Enterococcus faecalis V583]
