locus_tag	ftype	length_bp	gene	EC_number	COG	product
NPDMGLKN_00134	CDS	1341	glnA	6.3.1.2		glutamine synthetase, type I
NPDMGLKN_00135	CDS	1524				hypothetical protein
NPDMGLKN_00136	CDS	1611	pyrG	6.3.4.2		CTP synthase
NPDMGLKN_00137	CDS	870	fba	4.1.2.13		fructose-bisphosphate aldolase
NPDMGLKN_00138	CDS	1272	murA1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NPDMGLKN_00139	CDS	1296	rho	3.6.1.-		transcription termination factor Rho
NPDMGLKN_00140	CDS	264	rpmE2			50S ribosomal protein L31
NPDMGLKN_00141	CDS	1527				hypothetical protein
NPDMGLKN_00142	CDS	465		2.7.1.-		PTS system fructose-specific transporter subunit IIA
NPDMGLKN_00143	CDS	1428		2.7.1.69		PTS system fructose-specific transporter subunit IIBC
NPDMGLKN_00144	CDS	864		4.1.2.13		fructose-1,6-bisphosphate aldolase
NPDMGLKN_00145	CDS	150				hypothetical protein
NPDMGLKN_00146	CDS	597				DeoR-like helix-turn-helix protein
NPDMGLKN_00147	CDS	2751				hypothetical protein
NPDMGLKN_00148	CDS	1188				transporter, major facilitator family protein
NPDMGLKN_00149	CDS	279				hypothetical protein
NPDMGLKN_00150	CDS	657				CarD family transcriptional regulator
NPDMGLKN_00151	CDS	798				hypothetical protein
NPDMGLKN_00152	CDS	1212				hypothetical protein
NPDMGLKN_00153	CDS	1248				Putative virion core protein
NPDMGLKN_00154	CDS	1749		2.7.7.7		DNA polymerase III subunits gamma and tau
NPDMGLKN_00155	CDS	312			COG0718	Nucleoid-associated protein
NPDMGLKN_00156	CDS	597	recR			recombination protein RecR
NPDMGLKN_00157	CDS	645	tmk	2.7.4.9		thymidylate kinase
NPDMGLKN_00158	CDS	330	yaaQ		COG3870	putative protein YaaQ
NPDMGLKN_00159	CDS	942		2.7.7.7		DNA polymerase III subunit delta'
NPDMGLKN_00160	CDS	825				stage 0 sporulation family protein
NPDMGLKN_00161	CDS	345	yabA			DNA replication initiation control protein YabA
NPDMGLKN_00162	CDS	867				tetrapyrrole methylase family protein
NPDMGLKN_00163	CDS	261				hypothetical protein
NPDMGLKN_00164	CDS	348				thioredoxin domain-containing protein
NPDMGLKN_00165	CDS	867				putative permease
NPDMGLKN_00166	CDS	864				membrane protein
NPDMGLKN_00167	CDS	492				hypothetical protein
NPDMGLKN_00168	CDS	753				hypothetical protein
NPDMGLKN_00169	tRNA	71				tRNA-Gly(ccc)
NPDMGLKN_00170	CDS	717				DNA-entry nuclease
NPDMGLKN_00171	CDS	267				hypothetical protein
NPDMGLKN_00172	CDS	432		3.1.-.-		Holliday junction resolvase-like protein
NPDMGLKN_00173	CDS	312				hypothetical protein
NPDMGLKN_00174	CDS	117				hypothetical protein
NPDMGLKN_00175	CDS	561				hypothetical protein
NPDMGLKN_00176	CDS	834				hypothetical protein
NPDMGLKN_00177	CDS	1641	mleA	1.-.-.-		malic enzyme, NAD binding domain protein
NPDMGLKN_00178	CDS	1323				CCS family citrate carrier protein
NPDMGLKN_00179	CDS	396				hypothetical protein
NPDMGLKN_00180	CDS	1221				hypothetical protein
NPDMGLKN_00181	CDS	318				hypothetical protein
NPDMGLKN_00182	CDS	249				hypothetical protein
NPDMGLKN_00183	CDS	1395				GntR family transcriptional regulator
NPDMGLKN_00184	CDS	966		4.3.1.12		ornithine cyclodeaminase/mu-crystallin family protein
NPDMGLKN_00185	CDS	1740				C4-dicarboxylate anaerobic carrier
NPDMGLKN_00186	CDS	1185		3.4.19.5		beta-aspartyl peptidase
NPDMGLKN_00187	CDS	225				CsbD-like protein
NPDMGLKN_00188	CDS	1680		3.1.-.-		Ribonuclease J 2
NPDMGLKN_00189	CDS	474				putative YbaK/ebsC protein
NPDMGLKN_00190	CDS	681				metallo-beta-lactamase domain-containing protein
NPDMGLKN_00191	CDS	1332				DRTGG domain-containing protein
NPDMGLKN_00192	CDS	951				DHHA1 domain protein
NPDMGLKN_00193	CDS	333	phnA			putative alkylphosphonate utilization operon protein PhnA
NPDMGLKN_00194	CDS	708		3.4.24.-		Zn-dependent protease
NPDMGLKN_00195	CDS	1464				M protein trans-acting positive regulator
NPDMGLKN_00196	CDS	543				hypothetical protein
NPDMGLKN_00197	CDS	336				hypothetical protein
NPDMGLKN_00198	CDS	861				Fis family transcriptional regulator
NPDMGLKN_00199	CDS	492	tadA	3.5.4.-		cytidine/deoxycytidylate deaminase family protein
NPDMGLKN_00200	CDS	447				hypothetical protein
NPDMGLKN_00201	CDS	558				maf protein
NPDMGLKN_00202	CDS	2103				DNA mismatch repair protein
NPDMGLKN_00203	CDS	2613	mutS			DNA mismatch repair protein MutS
NPDMGLKN_00204	CDS	375	ymcA		COG4550	putative protein YmcA
NPDMGLKN_00205	CDS	798		3.1.-.-		calcineurin-like phosphoesterase
NPDMGLKN_00206	CDS	774		3.-.-.-		HAD superfamily hydrolase
NPDMGLKN_00207	CDS	636		1.14.11.33		DNA alkylation repair protein
NPDMGLKN_00208	CDS	612	rpsD			30S ribosomal protein S4
NPDMGLKN_00209	CDS	549				BioY family protein
NPDMGLKN_00210	CDS	216		2.7.7.-		ISEfa7, transposase
NPDMGLKN_00211	CDS	510				membrane protein
NPDMGLKN_00212	CDS	762		1.1.1.121		aldose dehydrogenase
NPDMGLKN_00213	CDS	222				hypothetical protein
NPDMGLKN_00214	CDS	1536				M protein trans-acting positive regulator
NPDMGLKN_00215	CDS	702				LrgB family protein
NPDMGLKN_00216	CDS	417				LrgA family protein
NPDMGLKN_00217	CDS	735				glycerol uptake facilitator protein
NPDMGLKN_00218	CDS	1137				hypothetical protein
NPDMGLKN_00219	CDS	900		3.1.-.-		Calcineurin-like phosphoesterase
NPDMGLKN_00220	CDS	357				hypothetical protein
NPDMGLKN_00221	CDS	570				hypothetical protein
NPDMGLKN_00222	CDS	1206				hypothetical protein
NPDMGLKN_00223	CDS	954				iron ABC transporter substrate-binding protein
NPDMGLKN_00224	CDS	756	yclP	3.6.3.-		iron ABC transporter ATP-binding protein
NPDMGLKN_00225	CDS	957				iron ABC transporter system permease
NPDMGLKN_00226	CDS	951				iron ABC transporter system permease
NPDMGLKN_00227	CDS	447	yueI		COG5506	putative protein YueI
NPDMGLKN_00228	CDS	2340				hypothetical protein
NPDMGLKN_00229	CDS	207				hypothetical protein
NPDMGLKN_00230	CDS	1014				cell wall surface anchor family protein
NPDMGLKN_00231	CDS	714				hypothetical protein
NPDMGLKN_00232	CDS	2280		6.3.2.2		bifunctional glutamate--cysteine ligase/glutathione synthetase
NPDMGLKN_00233	CDS	1002	ftsY			signal recognition particle-docking protein FtsY
NPDMGLKN_00234	CDS	810		3.-.-.-		HAD superfamily hydrolase
NPDMGLKN_00235	CDS	3579				chromosome partition protein SMC
NPDMGLKN_00236	CDS	687	rnc	3.1.26.3		ribonuclease III
NPDMGLKN_00237	CDS	1779				family 5 extracellular solute-binding protein
NPDMGLKN_00238	CDS	915				ABC transporter permease
NPDMGLKN_00239	CDS	963				ABC transporter permease
NPDMGLKN_00240	CDS	945	oppF_1	3.6.3.-		peptide ABC transporter ATP-binding protein
NPDMGLKN_00241	CDS	1005		3.6.3.-		peptide ABC transporter ATP-binding protein
NPDMGLKN_00242	CDS	243				acyl carrier protein
NPDMGLKN_00243	CDS	1002	plsX	2.3.1.-		fatty acid/phospholipid synthesis protein PlsX
NPDMGLKN_00244	CDS	2037	recG	3.6.1.-		ATP-dependent DNA helicase RecG
NPDMGLKN_00245	CDS	1674	yloV			DAK2 domain fusion protein YloV
NPDMGLKN_00246	CDS	363				alkaline-shock protein
NPDMGLKN_00247	CDS	189	rpmB			50S ribosomal protein L28
NPDMGLKN_00248	CDS	2625	yfhO			Bacterial membrane protein YfhO
NPDMGLKN_00249	CDS	603		2.7.-.-		dihydroxyacetone kinase, DhaL subunit
NPDMGLKN_00250	CDS	984		2.7.-.-		dihydroxyacetone kinase subunit DhaK
NPDMGLKN_00251	CDS	396		2.7.1.-		dihydroxyacetone kinase, phosphotransfer subunit
NPDMGLKN_00252	CDS	321				hypothetical protein
NPDMGLKN_00253	CDS	528				hypothetical protein
NPDMGLKN_00254	CDS	195				hypothetical protein
NPDMGLKN_00255	CDS	1269				hypothetical protein
NPDMGLKN_00256	CDS	2139				hypothetical protein
NPDMGLKN_00257	CDS	1419	pepV_1	3.4.13.-		dipeptidase PepV
NPDMGLKN_00258	CDS	849				YjeF protein
NPDMGLKN_00259	CDS	435		3.1.2.-		thioesterase
NPDMGLKN_00260	CDS	168				hypothetical protein
NPDMGLKN_00261	CDS	1821				hypothetical protein
NPDMGLKN_00262	CDS	360	rplT			50S ribosomal protein L20
NPDMGLKN_00263	CDS	201	rpmI			50S ribosomal protein L35
NPDMGLKN_00264	CDS	525	infC			translation initiation factor IF-3
NPDMGLKN_00265	CDS	939				CorA-like Mg2+ transporter protein
NPDMGLKN_00266	CDS	654		2.7.1.145		deoxynucleoside kinase
NPDMGLKN_00267	CDS	948		2.7.1.36		mevalonate kinase
NPDMGLKN_00268	CDS	978		4.1.1.33		diphosphomevalonate decarboxylase
NPDMGLKN_00269	CDS	1086		2.7.1.36		phosphomevalonate kinase
NPDMGLKN_00270	CDS	1047		5.3.3.2		isopentenyl-diphosphate delta-isomerase
NPDMGLKN_00271	CDS	1101				hypothetical protein
NPDMGLKN_00272	CDS	2598		1.1.1.1		aldehyde-alcohol dehydrogenase
NPDMGLKN_00273	CDS	390				hypothetical protein
NPDMGLKN_00274	CDS	1146	tgt	2.4.2.29		queuine tRNA-ribosyltransferase
NPDMGLKN_00275	CDS	702				integral membrane protein
NPDMGLKN_00276	CDS	453				hypothetical protein
NPDMGLKN_00277	CDS	417				peroxiredoxin, Ohr family protein
NPDMGLKN_00278	CDS	1422				hypothetical protein
NPDMGLKN_00279	CDS	1167		1.1.1.22		UDP-glucose 6-dehydrogenase
NPDMGLKN_00280	CDS	852	tll	1.1.1.339		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))
NPDMGLKN_00281	CDS	1146				hypothetical protein
NPDMGLKN_00282	CDS	1077				hypothetical protein
NPDMGLKN_00283	CDS	1041	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
NPDMGLKN_00284	CDS	987				hypothetical protein
NPDMGLKN_00285	CDS	1125		2.4.-.-		glycosyl transferase family protein
NPDMGLKN_00286	CDS	693		2.4.1.-		sugar transferase
NPDMGLKN_00287	CDS	768		3.1.3.48		protein-tyrosine-phosphatase
NPDMGLKN_00288	CDS	858				hypothetical protein
NPDMGLKN_00289	CDS	684				sortase family protein
NPDMGLKN_00290	CDS	597				hypothetical protein
NPDMGLKN_00291	CDS	699				CobQ/CobB/MinD/ParA nucleotide binding protein
NPDMGLKN_00292	CDS	705				lipopolysaccharide biosynthesis protein
NPDMGLKN_00293	CDS	462				hypothetical protein
NPDMGLKN_00294	CDS	1473				M protein trans-acting positive regulator
NPDMGLKN_00295	CDS	219				hypothetical protein
NPDMGLKN_00296	CDS	3048				hypothetical protein
NPDMGLKN_00297	CDS	3858				hypothetical protein
NPDMGLKN_00298	CDS	1014				hypothetical protein
NPDMGLKN_00299	CDS	2637		3.6.3.8		calcium-translocating P-type ATPase
NPDMGLKN_00300	CDS	1032	queA	5.-.-.-		S-adenosylmethionine--tRNA ribosyltransferase-isomerase
NPDMGLKN_00301	CDS	711				hypothetical protein
NPDMGLKN_00302	CDS	1824				amino acid permease
NPDMGLKN_00303	CDS	2706	pip			phage infection protein
NPDMGLKN_00304	CDS	945		1.-.-.-		zinc-containing alcohol dehydrogenase
NPDMGLKN_00305	CDS	270	rpsN			30S ribosomal protein S14
NPDMGLKN_00306	CDS	363	ndoA	3.1.-.-		toxin-antitoxin system, toxin component, MazF family
NPDMGLKN_00307	CDS	1122		5.1.1.1		alanine racemase
NPDMGLKN_00308	CDS	351		2.7.8.7		holo-[acyl-carrier-protein] synthase
NPDMGLKN_00309	CDS	1512		3.6.1.-		DEAD/DEAH box helicase
NPDMGLKN_00310	CDS	1353		6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
NPDMGLKN_00311	CDS	1077	ddl	6.3.2.4		D-alanine--D-alanine ligase
NPDMGLKN_00312	CDS	366				hypothetical protein
NPDMGLKN_00313	CDS	465				YaiI/YqxD family protein
NPDMGLKN_00314	CDS	1377				hypothetical protein
NPDMGLKN_00315	CDS	492		2.3.1.-		GNAT family acetyltransferase
NPDMGLKN_00316	CDS	600				hypothetical protein
NPDMGLKN_00317	CDS	630	udk	2.7.1.48		uridine kinase
NPDMGLKN_00318	CDS	696		3.-.-.-		HAD superfamily hydrolase
NPDMGLKN_00319	CDS	717		5.4.99.-		16S rRNA pseudouridine synthase A
NPDMGLKN_00320	CDS	609	rplY			50S ribosomal protein L25, Ctc-form
NPDMGLKN_00321	CDS	324				hypothetical protein
NPDMGLKN_00322	CDS	1386				MATE efflux family protein
NPDMGLKN_00323	CDS	858	ysnF			Stress response protein YsnF
NPDMGLKN_00324	CDS	1326				hemolysin-related CBS domain protein
NPDMGLKN_00325	CDS	1041				hypothetical protein
NPDMGLKN_00326	CDS	1995	kup			K+ uptake transporter
NPDMGLKN_00327	CDS	258				transglycosylase
NPDMGLKN_00328	CDS	2124	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
NPDMGLKN_00329	CDS	270	rpsO			30S ribosomal protein S15
NPDMGLKN_00330	CDS	564	def	3.5.1.88		peptide deformylase
NPDMGLKN_00331	CDS	1050				hypothetical protein
NPDMGLKN_00332	CDS	291				hypothetical protein
NPDMGLKN_00333	CDS	951				hypothetical protein
NPDMGLKN_00334	CDS	645				hypothetical protein
NPDMGLKN_00335	CDS	522				transcriptional regulator
NPDMGLKN_00336	CDS	852		2.3.1.79		maltose O-acetyltransferase
NPDMGLKN_00337	CDS	726		3.5.1.-		NAD-dependent deacetylase
NPDMGLKN_00338	CDS	303				hypothetical protein
NPDMGLKN_00339	CDS	1596				amino acid ABC transporter permease
NPDMGLKN_00340	CDS	741		3.6.3.-		amino acid ABC transporter ATP-binding protein
NPDMGLKN_00341	CDS	1356	aapA			amino acid permease
NPDMGLKN_00342	CDS	1356				branched-chain amino acid transport system II carrier protein
NPDMGLKN_00343	CDS	336				hypothetical protein
NPDMGLKN_00344	CDS	375				hypothetical protein
NPDMGLKN_00345	CDS	465		3.1.3.48		phosphotyrosine protein phosphatase
NPDMGLKN_00346	CDS	582				TetR family dihydroxyacetone kinase regulator
NPDMGLKN_00347	CDS	1002	ruvB	3.6.1.-		Holliday junction DNA helicase RuvB
NPDMGLKN_00348	CDS	603	ruvA	3.6.1.-		Holliday junction DNA helicase RuvA
NPDMGLKN_00349	CDS	444	msrB	1.8.4.12		peptide methionine sulfoxide reductase MsrB
NPDMGLKN_00350	CDS	714				GntR family transcriptional regulator
NPDMGLKN_00351	CDS	1986		2.7.1.69		PTS system, trehalose/maltose-specific, IIBCA component
NPDMGLKN_00352	CDS	372				hypothetical protein
NPDMGLKN_00353	CDS	1932				hypothetical protein
NPDMGLKN_00354	CDS	1386		3.1.3.16		Ser/Thr protein phosphatase family protein
NPDMGLKN_00355	CDS	660				hypothetical protein
NPDMGLKN_00356	CDS	765		3.-.-.-		HAD superfamily hydrolase
NPDMGLKN_00357	CDS	642				integral membrane protein
NPDMGLKN_00358	CDS	603	yutG	3.1.3.27		phosphatidylglycerophosphatase A
NPDMGLKN_00359	CDS	999		1.18.1.2		ferredoxin--NADP reductase
NPDMGLKN_00360	CDS	585		5.2.1.8		cyclophilin type peptidyl-prolyl cis-trans isomerase
NPDMGLKN_00361	CDS	1167		2.6.1.-		class II aminotransferase
NPDMGLKN_00362	CDS	381				general stress protein 13
NPDMGLKN_00363	CDS	363				hypothetical protein
NPDMGLKN_00364	CDS	729				hypothetical protein
NPDMGLKN_00365	CDS	2142		3.1.6.-		sulfatase
NPDMGLKN_00366	CDS	1173		2.1.1.198		SAM-dependent methyltransferase
NPDMGLKN_00367	CDS	750		4.2.1.10		3-dehydroquinate dehydratase
NPDMGLKN_00368	CDS	489				YbaK/ebsC protein
NPDMGLKN_00369	CDS	1254				HI0933-like protein
NPDMGLKN_00370	CDS	1350		1.4.1.4		NADP-specific glutamate dehydrogenase
NPDMGLKN_00371	CDS	1347	pgi	5.3.1.9		glucose-6-phosphate isomerase
NPDMGLKN_00372	CDS	414				hypothetical protein
NPDMGLKN_00373	CDS	273				hypothetical protein
NPDMGLKN_00374	CDS	852				hypothetical protein
NPDMGLKN_00375	CDS	1785				hypothetical protein
NPDMGLKN_00376	CDS	150				hypothetical protein
NPDMGLKN_00377	CDS	219				hypothetical protein
NPDMGLKN_00378	CDS	111				hypothetical protein
NPDMGLKN_00379	CDS	1803		3.1.4.46		glycerophosphodiester phosphodiesterase family protein
NPDMGLKN_00380	CDS	597				hypothetical protein
NPDMGLKN_00381	CDS	342				hypothetical protein
NPDMGLKN_00382	CDS	1329				hypothetical protein
NPDMGLKN_00383	CDS	567				TetR family transcriptional regulator
NPDMGLKN_00384	tRNA	88				tRNA-Ser(cga)
NPDMGLKN_00385	CDS	984				hypothetical protein
NPDMGLKN_00386	CDS	948		2.4.1.-		glycosyl transferase family protein
NPDMGLKN_00387	CDS	1896		6.3.5.4		asparagine synthetase B
NPDMGLKN_00388	CDS	447				hypothetical protein
NPDMGLKN_00389	CDS	150				50S ribosomal protein L33
NPDMGLKN_00390	CDS	504	dfrD_1	1.5.1.3		Dihydrofolate reductase
NPDMGLKN_00391	CDS	957				periplasmic binding protein
NPDMGLKN_00392	CDS	834	fhuC			ferrichrome transport ATP-binding protein FhuC
NPDMGLKN_00393	CDS	990	fhuB			ferrichrome transport system permease FhuB
NPDMGLKN_00394	CDS	996	fhuG			ferrichrome transport system permease FhuG
NPDMGLKN_00395	CDS	546		6.3.3.2		5-formyltetrahydrofolate cyclo-ligase
