locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJOFAEME_00203	gene	321				
JJOFAEME_00204	CDS	1101		2.7.1.69		PTS system fructose-specific transporter subunit IIBC
JJOFAEME_00204	gene	1101				
JJOFAEME_00205	CDS	693		5.1.3.1		Ribulose-phosphate 3-epimerase
JJOFAEME_00205	gene	693				
JJOFAEME_00206	CDS	369	tkt_1	2.2.1.1		transketolase
JJOFAEME_00206	gene	369	tkt_1			
JJOFAEME_00207	CDS	873				hypothetical protein
JJOFAEME_00207	gene	873				
JJOFAEME_00208	CDS	1230	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
JJOFAEME_00208	gene	1230	allC			
JJOFAEME_00209	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
JJOFAEME_00209	gene	786	allE			
JJOFAEME_00210	CDS	1077	allD_1	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
JJOFAEME_00210	gene	1077	allD_1			
JJOFAEME_00211	CDS	1755	fdrA		COG0074	Protein FdrA
JJOFAEME_00211	gene	1755	fdrA			
JJOFAEME_00212	CDS	1263				hypothetical protein
JJOFAEME_00212	gene	1263				
JJOFAEME_00213	CDS	864				hypothetical protein
JJOFAEME_00213	gene	864				
JJOFAEME_00214	CDS	936	arcC_1	2.7.2.2		Carbamate kinase
JJOFAEME_00214	gene	936	arcC_1			
JJOFAEME_00215	CDS	1632	pucR_1		COG2508	Purine catabolism regulatory protein
JJOFAEME_00215	gene	1632	pucR_1			
JJOFAEME_00216	CDS	1215	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
JJOFAEME_00216	gene	1215	pucG			
JJOFAEME_00217	CDS	1251	dgoT			D-galactonate transporter
JJOFAEME_00217	gene	1251	dgoT			
JJOFAEME_00218	CDS	1269				sodium/dicarboxylate symporter family protein
JJOFAEME_00218	gene	1269				
JJOFAEME_00219	CDS	1470				ABC transporter ATP-binding protein
JJOFAEME_00219	gene	1470				
JJOFAEME_00220	CDS	153				hypothetical protein
JJOFAEME_00220	gene	153				
JJOFAEME_00221	CDS	1146	napA			transporter, monovalent cation:proton antiporter-2 family protein
JJOFAEME_00221	gene	1146	napA			
JJOFAEME_00222	CDS	798				hypothetical protein
JJOFAEME_00222	gene	798				
JJOFAEME_00223	CDS	1578	pucR_2		COG2508	Purine catabolism regulatory protein
JJOFAEME_00223	gene	1578	pucR_2			
JJOFAEME_00224	CDS	3009				hypothetical protein
JJOFAEME_00224	gene	3009				
JJOFAEME_00225	CDS	822				hypothetical protein
JJOFAEME_00225	gene	822				
JJOFAEME_00226	CDS	1251	pgtP		COG2271	Phosphoglycerate transporter protein
JJOFAEME_00226	gene	1251	pgtP			
JJOFAEME_00227	CDS	933	arcC_2	2.7.2.2		Carbamate kinase
JJOFAEME_00227	gene	933	arcC_2			
JJOFAEME_00228	CDS	1218				sodium/dicarboxylate symporter family protein
JJOFAEME_00228	gene	1218				
JJOFAEME_00229	CDS	1062	allD_2	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
JJOFAEME_00229	gene	1062	allD_2			
JJOFAEME_00230	CDS	453				Single-stranded DNA-binding protein
JJOFAEME_00230	gene	453				
JJOFAEME_00231	CDS	198				hypothetical protein
JJOFAEME_00231	gene	198				
JJOFAEME_00232	CDS	711		6.3.5.2		glutamine amidotransferase
JJOFAEME_00232	gene	711				
JJOFAEME_00233	CDS	1644				oligopeptide ABC superfamily ATP binding cassette transporter, binding protein
JJOFAEME_00233	gene	1644				
JJOFAEME_00234	CDS	1755		3.6.3.44		Multidrug resistance-like ATP-binding protein mdlA
JJOFAEME_00234	gene	1755				
JJOFAEME_00235	CDS	1749				ABC transporter, ATP-binding protein
JJOFAEME_00235	gene	1749				
JJOFAEME_00236	CDS	912				LysR family transcriptional regulator
JJOFAEME_00236	gene	912				
JJOFAEME_00237	CDS	840				YaeC family lipoprotein
JJOFAEME_00237	gene	840				
JJOFAEME_00238	CDS	606				hypothetical protein
JJOFAEME_00238	gene	606				
JJOFAEME_00239	CDS	585	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
JJOFAEME_00239	gene	585	yedK			
JJOFAEME_00240	CDS	858				BglG family transcriptional antiterminator
JJOFAEME_00240	gene	858				
JJOFAEME_00241	CDS	1872		2.7.1.69		PTS system beta-glucoside-specific transporter subunit IIABC
JJOFAEME_00241	gene	1872				
JJOFAEME_00242	CDS	1431		3.2.1.86		6-phospho-beta-glucosidase
JJOFAEME_00242	gene	1431				
JJOFAEME_00243	CDS	1605	nfdA	3.5.1.91		N-substituted formamide deformylase
JJOFAEME_00243	gene	1605	nfdA			
JJOFAEME_00244	CDS	1080				spermidine/putrescine-binding periplasmic protein PotD
JJOFAEME_00244	gene	1080				
JJOFAEME_00245	CDS	969		1.-.-.-		NAD(P)H quinone oxidoreductase
JJOFAEME_00245	gene	969				
JJOFAEME_00246	CDS	363				Pyrimidine dimer DNA glycosylase
JJOFAEME_00246	gene	363				
JJOFAEME_00247	CDS	1062	ssuD	1.14.14.5		Alkanesulfonate monooxygenase
JJOFAEME_00247	gene	1062	ssuD			
JJOFAEME_00248	CDS	717				hypothetical protein
JJOFAEME_00248	gene	717				
JJOFAEME_00249	CDS	453				hypothetical protein
JJOFAEME_00249	gene	453				
JJOFAEME_00250	CDS	1647				oligopeptide ABC superfamily ATP binding cassette transporter, binding protein
JJOFAEME_00250	gene	1647				
JJOFAEME_00251	tRNA	84				tRNA-Leu(cag)
JJOFAEME_00251	gene	84				
JJOFAEME_00252	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
JJOFAEME_00252	gene	849	salL			
JJOFAEME_00253	CDS	555				hypothetical protein
JJOFAEME_00253	gene	555				
JJOFAEME_00254	CDS	1710				ABC transporter ATP-binding protein
JJOFAEME_00254	gene	1710				
JJOFAEME_00255	CDS	831	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
JJOFAEME_00255	gene	831	ecfT_1			
JJOFAEME_00256	CDS	885				ABC transporter ATP-binding protein
JJOFAEME_00256	gene	885				
