locus_tag	ftype	length_bp	gene	EC_number	COG	product
CEKBDPEJ_00045	CDS	546		3.-.-.-		isochorismatase family protein
CEKBDPEJ_00045	gene	546				
CEKBDPEJ_00046	CDS	675		3.-.-.-		HAD superfamily hydrolase
CEKBDPEJ_00046	gene	675				
CEKBDPEJ_00047	CDS	378	crcB_1		COG0239	Putative fluoride ion transporter CrcB
CEKBDPEJ_00047	gene	378	crcB_1			
CEKBDPEJ_00048	CDS	354	crcB_2			Putative fluoride ion transporter CrcB
CEKBDPEJ_00048	gene	354	crcB_2			
CEKBDPEJ_00049	CDS	483				hypothetical protein
CEKBDPEJ_00049	gene	483				
CEKBDPEJ_00050	CDS	837	rhaD_1	4.1.2.19		rhamnulose-1-phosphate aldolase
CEKBDPEJ_00050	gene	837	rhaD_1			
CEKBDPEJ_00051	CDS	303				hypothetical protein
CEKBDPEJ_00051	gene	303				
CEKBDPEJ_00052	CDS	1428		2.7.1.69		PTS system galactitol-specific transporter subunit IIC
CEKBDPEJ_00052	gene	1428				
CEKBDPEJ_00053	CDS	1047	pdxB_1	1.1.1.290		Erythronate-4-phosphate dehydrogenase
CEKBDPEJ_00053	gene	1047	pdxB_1			
CEKBDPEJ_00054	CDS	594				hypothetical protein
CEKBDPEJ_00054	gene	594				
CEKBDPEJ_00055	CDS	1485				hypothetical protein
CEKBDPEJ_00055	gene	1485				
CEKBDPEJ_00056	CDS	576				hypothetical protein
CEKBDPEJ_00056	gene	576				
CEKBDPEJ_00057	CDS	1158	fucO_1	1.1.1.77		Lactaldehyde reductase
CEKBDPEJ_00057	gene	1158	fucO_1			
CEKBDPEJ_00058	CDS	471				universal stress protein
CEKBDPEJ_00058	gene	471				
CEKBDPEJ_00059	CDS	285				hypothetical protein
CEKBDPEJ_00059	gene	285				
CEKBDPEJ_00060	CDS	1278	rarA_1			recombination factor protein RarA
CEKBDPEJ_00060	gene	1278	rarA_1			
CEKBDPEJ_00061	CDS	627		3.2.2.-		DNA-3-methyladenine glycosylase
CEKBDPEJ_00061	gene	627				
CEKBDPEJ_00062	CDS	477		3.2.2.-		DNA-3-methyladenine glycosylase
CEKBDPEJ_00062	gene	477				
CEKBDPEJ_00063	CDS	948	prmA	2.1.1.-		50S ribosomal protein L11 methyltransferase
CEKBDPEJ_00063	gene	948	prmA			
CEKBDPEJ_00064	CDS	744	rsmE	2.1.1.-		16S ribosomal RNA methyltransferase RsmE
CEKBDPEJ_00064	gene	744	rsmE			
CEKBDPEJ_00065	CDS	2208	relA	2.7.6.5		GTP diphosphokinase
CEKBDPEJ_00065	gene	2208	relA			
CEKBDPEJ_00066	CDS	447	dtd	3.1.-.-		D-tyrosyl-tRNA(Tyr) deacylase
CEKBDPEJ_00066	gene	447	dtd			
CEKBDPEJ_00067	CDS	1383	fumC	4.2.1.2		Fumarate hydratase class II
CEKBDPEJ_00067	gene	1383	fumC			
CEKBDPEJ_00068	CDS	1170	maeB	1.1.1.40		NADP-dependent malic enzyme
CEKBDPEJ_00068	gene	1170	maeB			
CEKBDPEJ_00069	CDS	516				hypothetical protein
CEKBDPEJ_00069	gene	516				
CEKBDPEJ_00070	CDS	345				hypothetical protein
CEKBDPEJ_00070	gene	345				
CEKBDPEJ_00071	CDS	2010	metG	6.1.1.10		methionyl-tRNA synthetase
CEKBDPEJ_00071	gene	2010	metG			
CEKBDPEJ_00072	CDS	711				Fluoroquinolones export permease protein
CEKBDPEJ_00072	gene	711				
CEKBDPEJ_00073	CDS	714				hypothetical protein
CEKBDPEJ_00073	gene	714				
CEKBDPEJ_00074	CDS	858		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
CEKBDPEJ_00074	gene	858				
CEKBDPEJ_00075	CDS	588				hypothetical protein
CEKBDPEJ_00075	gene	588				
CEKBDPEJ_00076	CDS	3231				hypothetical protein
CEKBDPEJ_00076	gene	3231				
CEKBDPEJ_00077	CDS	714				hypothetical protein
CEKBDPEJ_00077	gene	714				
CEKBDPEJ_00078	CDS	1653				LPXTG-motif protein cell wall anchor domain protein
CEKBDPEJ_00078	gene	1653				
CEKBDPEJ_00079	CDS	1536				M protein trans-acting positive regulator
CEKBDPEJ_00079	gene	1536				
CEKBDPEJ_00080	CDS	711				hypothetical protein
CEKBDPEJ_00080	gene	711				
CEKBDPEJ_00081	CDS	150				hypothetical protein
CEKBDPEJ_00081	gene	150				
CEKBDPEJ_00082	CDS	513			COG0693	putative protein
CEKBDPEJ_00082	gene	513				
CEKBDPEJ_00083	CDS	198				hypothetical protein
CEKBDPEJ_00083	gene	198				
CEKBDPEJ_00084	CDS	843				transcriptional antiterminator bglG/CAT RNA-binding protein
CEKBDPEJ_00084	gene	843				
CEKBDPEJ_00085	CDS	1911		2.7.1.69		PTS system, beta-glucoside-specific IIABC component
CEKBDPEJ_00085	gene	1911				
CEKBDPEJ_00086	CDS	918				phosphosugar-binding transcriptional regulator
CEKBDPEJ_00086	gene	918				
CEKBDPEJ_00087	CDS	1392		3.2.1.22		alpha-galactosidase
CEKBDPEJ_00087	gene	1392				
CEKBDPEJ_00088	CDS	1431		3.2.1.86		6-phospho-beta-glucosidase
CEKBDPEJ_00088	gene	1431				
CEKBDPEJ_00089	CDS	348				hypothetical protein
CEKBDPEJ_00089	gene	348				
CEKBDPEJ_00090	CDS	2814				von Willebrand factor type A domain-containing protein
CEKBDPEJ_00090	gene	2814				
CEKBDPEJ_00091	CDS	1494				hypothetical protein
CEKBDPEJ_00091	gene	1494				
CEKBDPEJ_00092	CDS	747				hypothetical protein
CEKBDPEJ_00092	gene	747				
CEKBDPEJ_00093	CDS	1680				LPXTG-motif protein cell wall anchor domain protein
CEKBDPEJ_00093	gene	1680				
CEKBDPEJ_00094	CDS	3861				von Willebrand factor type A domain-containing protein
CEKBDPEJ_00094	gene	3861				
CEKBDPEJ_00095	CDS	777				hypothetical protein
CEKBDPEJ_00095	gene	777				
CEKBDPEJ_00096	CDS	1590				LPXTG-motif protein cell wall anchor domain protein
CEKBDPEJ_00096	gene	1590				
CEKBDPEJ_00097	CDS	171				hypothetical protein
CEKBDPEJ_00097	gene	171				
CEKBDPEJ_00098	CDS	150				hypothetical protein
CEKBDPEJ_00098	gene	150				
CEKBDPEJ_00099	CDS	474				hypothetical protein
CEKBDPEJ_00099	gene	474				
CEKBDPEJ_00100	CDS	351				hypothetical protein
CEKBDPEJ_00100	gene	351				
CEKBDPEJ_00101	CDS	240				hypothetical protein
CEKBDPEJ_00101	gene	240				
CEKBDPEJ_00102	CDS	369				hypothetical protein
CEKBDPEJ_00102	gene	369				
CEKBDPEJ_00103	CDS	423				hypothetical protein
CEKBDPEJ_00103	gene	423				
CEKBDPEJ_00104	CDS	210				hypothetical protein
CEKBDPEJ_00104	gene	210				
CEKBDPEJ_00105	CDS	345				hypothetical protein
CEKBDPEJ_00105	gene	345				
CEKBDPEJ_00106	CDS	579				hypothetical protein
CEKBDPEJ_00106	gene	579				
CEKBDPEJ_00107	CDS	1461		1.2.1.27		methylmalonate-semialdehyde dehydrogenase
CEKBDPEJ_00107	gene	1461				
CEKBDPEJ_00108	CDS	1494				hypothetical protein
CEKBDPEJ_00108	gene	1494				
CEKBDPEJ_00109	CDS	612				hypothetical protein
CEKBDPEJ_00109	gene	612				
CEKBDPEJ_00110	CDS	438		3.6.1.-		NUDIX family hydrolase
CEKBDPEJ_00110	gene	438				
CEKBDPEJ_00111	CDS	369		4.4.1.5		lactoylglutathione lyase
CEKBDPEJ_00111	gene	369				
CEKBDPEJ_00112	CDS	1359	ntpJ	3.6.3.14		V-type sodium ATP synthase subunit J
CEKBDPEJ_00112	gene	1359	ntpJ			
CEKBDPEJ_00113	CDS	633	ntpD	3.6.3.14		V-type ATP synthase subunit D
CEKBDPEJ_00113	gene	633	ntpD			
CEKBDPEJ_00114	CDS	1377		3.6.3.14		V-type ATP synthase subunit B
CEKBDPEJ_00114	gene	1377				
CEKBDPEJ_00115	CDS	1782	ntpA	3.6.3.14		V-type ATP synthase subunit A
CEKBDPEJ_00115	gene	1782	ntpA			
CEKBDPEJ_00116	CDS	312	ntpG	3.6.3.14		V-type ATP synthase subunit G
CEKBDPEJ_00116	gene	312	ntpG			
CEKBDPEJ_00117	CDS	996	ntpC			V-type ATPase subunit C
CEKBDPEJ_00117	gene	996	ntpC			
CEKBDPEJ_00118	CDS	615	ntpE			V-type ATPase subunit E
CEKBDPEJ_00118	gene	615	ntpE			
CEKBDPEJ_00119	CDS	471	ntpK	3.6.3.14		V-type ATP synthase subunit K
CEKBDPEJ_00119	gene	471	ntpK			
CEKBDPEJ_00120	CDS	1962	ntpI	3.6.3.14		V-type ATP synthase subunit I
CEKBDPEJ_00120	gene	1962	ntpI			
CEKBDPEJ_00121	CDS	324				hypothetical protein
CEKBDPEJ_00121	gene	324				
CEKBDPEJ_00122	CDS	726		6.3.5.2		glutamine amidotransferase, class I
CEKBDPEJ_00122	gene	726				
CEKBDPEJ_00123	CDS	678				ABC transporter ATP-binding protein
CEKBDPEJ_00123	gene	678				
CEKBDPEJ_00124	CDS	1272	yknZ		COG0577	putative ABC transporter permease YknZ
CEKBDPEJ_00124	gene	1272	yknZ			
CEKBDPEJ_00125	CDS	1449	alsT		COG1115	Amino-acid carrier protein AlsT
CEKBDPEJ_00125	gene	1449	alsT			
CEKBDPEJ_00126	CDS	816		1.1.1.-		oxidoreductase, aldo/keto reductase family protein
CEKBDPEJ_00126	gene	816				
CEKBDPEJ_00127	CDS	1260	traL			putative type IV conjugative transfer system protein TraL
CEKBDPEJ_00127	gene	1260	traL			
CEKBDPEJ_00128	CDS	900				ABC transporter ATP-binding protein
CEKBDPEJ_00128	gene	900				
CEKBDPEJ_00129	CDS	465				hypothetical protein
CEKBDPEJ_00129	gene	465				
CEKBDPEJ_00130	CDS	204				Cro/CI family transcriptional regulator
CEKBDPEJ_00130	gene	204				
CEKBDPEJ_00131	CDS	1776	uvrC	3.1.25.-		excinuclease ABC subunit C
CEKBDPEJ_00131	gene	1776	uvrC			
CEKBDPEJ_00132	CDS	315		1.8.1.8		thioredoxin
CEKBDPEJ_00132	gene	315				
CEKBDPEJ_00133	CDS	2361				recombination and DNA strand exchange inhibitor protein
CEKBDPEJ_00133	gene	2361				
CEKBDPEJ_00134	CDS	549				CvpA family protein
CEKBDPEJ_00134	gene	549				
CEKBDPEJ_00135	CDS	435				cell division protein ZapA
CEKBDPEJ_00135	gene	435				
CEKBDPEJ_00136	CDS	903		3.1.26.4		ribonuclease HIII
CEKBDPEJ_00136	gene	903				
CEKBDPEJ_00137	CDS	1191	hutI	3.5.2.7		Imidazolonepropionase
CEKBDPEJ_00137	gene	1191	hutI			
CEKBDPEJ_00138	CDS	1464		3.5.1.4		amidase
CEKBDPEJ_00138	gene	1464				
CEKBDPEJ_00139	CDS	2475				hypothetical protein
CEKBDPEJ_00139	gene	2475				
CEKBDPEJ_00140	CDS	693				ABC transporter ATP-binding protein
CEKBDPEJ_00140	gene	693				
CEKBDPEJ_00141	CDS	903		2.7.13.3		sensor histidine kinase
CEKBDPEJ_00141	gene	903				
CEKBDPEJ_00142	CDS	681				DNA-binding response regulator
CEKBDPEJ_00142	gene	681				
CEKBDPEJ_00143	CDS	663				amino acid ABC transporter, amino acid-binding/permease
CEKBDPEJ_00143	gene	663				
CEKBDPEJ_00144	CDS	837				family 3 extracellular solute-binding protein
CEKBDPEJ_00144	gene	837				
CEKBDPEJ_00145	CDS	1104		1.13.12.4		L-lactate oxidase
CEKBDPEJ_00145	gene	1104				
CEKBDPEJ_00146	CDS	189				hypothetical protein
CEKBDPEJ_00146	gene	189				
CEKBDPEJ_00147	CDS	321				hypothetical protein
CEKBDPEJ_00147	gene	321				
CEKBDPEJ_00148	CDS	429		3.1.-.-		Holliday junction resolvase-like protein
CEKBDPEJ_00148	gene	429				
CEKBDPEJ_00149	CDS	270				hypothetical protein
CEKBDPEJ_00149	gene	270				
CEKBDPEJ_00150	CDS	468				TspO/MBR family protein
CEKBDPEJ_00150	gene	468				
CEKBDPEJ_00151	CDS	573				hypothetical protein
CEKBDPEJ_00151	gene	573				
CEKBDPEJ_00152	CDS	225				hypothetical protein
CEKBDPEJ_00152	gene	225				
CEKBDPEJ_00153	CDS	636		2.4.-.-		glycosyl transferase family protein
CEKBDPEJ_00153	gene	636				
CEKBDPEJ_00154	CDS	276				hypothetical protein
CEKBDPEJ_00154	gene	276				
CEKBDPEJ_00155	CDS	477				hypothetical protein
CEKBDPEJ_00155	gene	477				
CEKBDPEJ_00156	CDS	942				hypothetical protein
CEKBDPEJ_00156	gene	942				
CEKBDPEJ_00157	CDS	1110	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
CEKBDPEJ_00157	gene	1110	glf			
CEKBDPEJ_00158	CDS	807				hypothetical protein
CEKBDPEJ_00158	gene	807				
CEKBDPEJ_00159	CDS	333				PadR family transcriptional regulator
CEKBDPEJ_00159	gene	333				
CEKBDPEJ_00160	CDS	435				hypothetical protein
CEKBDPEJ_00160	gene	435				
CEKBDPEJ_00161	CDS	1077				GntR family transcriptional regulator
CEKBDPEJ_00161	gene	1077				
CEKBDPEJ_00162	CDS	1443		2.7.1.-		carbohydrate kinase, FGGY family protein
CEKBDPEJ_00162	gene	1443				
CEKBDPEJ_00163	CDS	699		5.1.3.4		L-ribulose-5-phosphate 4-epimerase
CEKBDPEJ_00163	gene	699				
CEKBDPEJ_00164	CDS	1425	araA2	5.3.1.4		L-arabinose isomerase
CEKBDPEJ_00164	gene	1425	araA2			
CEKBDPEJ_00165	CDS	2385	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
CEKBDPEJ_00165	gene	2385	xpkA_1			
CEKBDPEJ_00166	CDS	1539				AraC family transcriptional regulator
CEKBDPEJ_00166	gene	1539				
CEKBDPEJ_00167	CDS	1446		2.7.13.3		sensor histidine kinase
CEKBDPEJ_00167	gene	1446				
CEKBDPEJ_00168	CDS	966				LacI family transcriptional regulator
CEKBDPEJ_00168	gene	966				
CEKBDPEJ_00169	CDS	1089	chvE			multiple sugar-binding periplasmic receptor ChvE family protein
CEKBDPEJ_00169	gene	1089	chvE			
CEKBDPEJ_00170	CDS	1533	araG	3.6.3.17		ABC transporter ATP-binding protein
CEKBDPEJ_00170	gene	1533	araG			
CEKBDPEJ_00171	CDS	1206				amino acid or sugar ABC transport system, permease protein
CEKBDPEJ_00171	gene	1206				
CEKBDPEJ_00172	CDS	327		2.7.1.69		PTS system lactose/cellobiose-specific transporter subunit IIB
CEKBDPEJ_00172	gene	327				
CEKBDPEJ_00173	CDS	1545		3.2.1.-		glycosyl hydrolase family protein
CEKBDPEJ_00173	gene	1545				
CEKBDPEJ_00174	CDS	657		5.4.2.6		beta-phosphoglucomutase
CEKBDPEJ_00174	gene	657				
CEKBDPEJ_00175	CDS	2826				hypothetical protein
CEKBDPEJ_00175	gene	2826				
CEKBDPEJ_00176	CDS	1686		3.2.1.52		Beta-N-acetylglucosaminidase/beta-glucosidase
CEKBDPEJ_00176	gene	1686				
CEKBDPEJ_00177	CDS	1017				AraC family transcriptional regulator
CEKBDPEJ_00177	gene	1017				
CEKBDPEJ_00178	CDS	555				hypothetical protein
CEKBDPEJ_00178	gene	555				
CEKBDPEJ_00179	CDS	2550				hypothetical protein
CEKBDPEJ_00179	gene	2550				
CEKBDPEJ_00180	CDS	183				hypothetical protein
CEKBDPEJ_00180	gene	183				
CEKBDPEJ_00181	CDS	888	cysL		COG0583	HTH-type transcriptional regulator CysL
CEKBDPEJ_00181	gene	888	cysL			
CEKBDPEJ_00182	CDS	1398				hypothetical protein
CEKBDPEJ_00182	gene	1398				
CEKBDPEJ_00183	CDS	2226	oraE	5.4.3.5		D-ornithine 4,5-aminomutase subunit beta
CEKBDPEJ_00183	gene	2226	oraE			
CEKBDPEJ_00184	CDS	360	oraS	5.4.3.5		D-ornithine 4,5-aminomutase subunit alpha
CEKBDPEJ_00184	gene	360	oraS			
CEKBDPEJ_00185	CDS	1401	ortB	2.3.1.263		2-amino-4-ketopentanoate thiolase beta subunit
CEKBDPEJ_00185	gene	1401	ortB			
CEKBDPEJ_00186	CDS	300	ortA	2.3.1.263		2-amino-4-ketopentanoate thiolase alpha subunit
CEKBDPEJ_00186	gene	300	ortA			
CEKBDPEJ_00187	CDS	1056	ord_1	1.4.1.12	COG3804	2,4-diaminopentanoate dehydrogenase
CEKBDPEJ_00187	gene	1056	ord_1			
CEKBDPEJ_00188	CDS	1425	aapA_1			amino acid permease
CEKBDPEJ_00188	gene	1425	aapA_1			
CEKBDPEJ_00189	CDS	1077	orr	5.1.1.12	COG3457	Ornithine racemase
CEKBDPEJ_00189	gene	1077	orr			
CEKBDPEJ_00190	CDS	570	yvqK_1	2.5.1.17	COG2096	Cob(I)yrinic acid a,c-diamide adenosyltransferase
CEKBDPEJ_00190	gene	570	yvqK_1			
CEKBDPEJ_00191	CDS	408				hypothetical protein
CEKBDPEJ_00191	gene	408				
CEKBDPEJ_00192	CDS	507				hypothetical protein
CEKBDPEJ_00192	gene	507				
CEKBDPEJ_00193	CDS	876	rhaR_1			HTH-type transcriptional activator RhaR
CEKBDPEJ_00193	gene	876	rhaR_1			
CEKBDPEJ_00194	CDS	924				hypothetical protein
CEKBDPEJ_00194	gene	924				
CEKBDPEJ_00195	CDS	693				DJ-1/PfpI family protein
CEKBDPEJ_00195	gene	693				
CEKBDPEJ_00196	CDS	336				hypothetical protein
CEKBDPEJ_00196	gene	336				
CEKBDPEJ_00197	CDS	486	crr			PTS system glucose-specific EIIA component
CEKBDPEJ_00197	gene	486	crr			
CEKBDPEJ_00198	CDS	1275				hypothetical protein
CEKBDPEJ_00198	gene	1275				
CEKBDPEJ_00199	CDS	1428	glpK_1	2.7.1.30		glycerol kinase
CEKBDPEJ_00199	gene	1428	glpK_1			
CEKBDPEJ_00200	CDS	942	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
CEKBDPEJ_00200	gene	942	dxs			
CEKBDPEJ_00201	CDS	831	tkt_1	2.2.1.1		transketolase
CEKBDPEJ_00201	gene	831	tkt_1			
CEKBDPEJ_00202	CDS	1431		2.7.1.69		PTS system, beta-glucoside-specific IIABC component
CEKBDPEJ_00202	gene	1431				
CEKBDPEJ_00203	CDS	1407				hypothetical protein
CEKBDPEJ_00203	gene	1407				
CEKBDPEJ_00204	CDS	1023				LacI family transcriptional regulator
CEKBDPEJ_00204	gene	1023				
CEKBDPEJ_00205	CDS	717		3.1.1.3		esterase
CEKBDPEJ_00205	gene	717				
CEKBDPEJ_00206	CDS	828		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
CEKBDPEJ_00206	gene	828				
CEKBDPEJ_00207	CDS	816		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
CEKBDPEJ_00207	gene	816				
CEKBDPEJ_00208	CDS	480		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIB component
CEKBDPEJ_00208	gene	480				
CEKBDPEJ_00209	CDS	2544				PRD domain-containing protein
CEKBDPEJ_00209	gene	2544				
CEKBDPEJ_00210	CDS	1605		3.2.1.-		glycosyl hydrolase family protein
CEKBDPEJ_00210	gene	1605				
CEKBDPEJ_00211	CDS	819				hypothetical protein
CEKBDPEJ_00211	gene	819				
CEKBDPEJ_00212	CDS	2196		3.2.1.22		alpha-galactosidase
CEKBDPEJ_00212	gene	2196				
CEKBDPEJ_00213	CDS	1134		3.2.1.-		glycosyl hydrolase family protein
CEKBDPEJ_00213	gene	1134				
CEKBDPEJ_00214	CDS	1776				hypothetical protein
CEKBDPEJ_00214	gene	1776				
CEKBDPEJ_00215	CDS	411		2.7.1.-		PTS system, mannose/fructose/sorbose-specific IIA component
CEKBDPEJ_00215	gene	411				
CEKBDPEJ_00216	CDS	843		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
CEKBDPEJ_00216	gene	843				
CEKBDPEJ_00217	CDS	858				hypothetical protein
CEKBDPEJ_00217	gene	858				
CEKBDPEJ_00218	CDS	489		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIB component
CEKBDPEJ_00218	gene	489				
CEKBDPEJ_00219	CDS	807		3.-.-.-		HAD superfamily hydrolase
CEKBDPEJ_00219	gene	807				
CEKBDPEJ_00220	CDS	2742				transcriptional antiterminator bglG:Sigma-54 factor
CEKBDPEJ_00220	gene	2742				
CEKBDPEJ_00221	CDS	807		1.1.1.69		gluconate 5-dehydrogenase
CEKBDPEJ_00221	gene	807				
CEKBDPEJ_00222	CDS	843	kduI1_1	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
CEKBDPEJ_00222	gene	843	kduI1_1			
CEKBDPEJ_00223	CDS	2079				hypothetical protein
CEKBDPEJ_00223	gene	2079				
CEKBDPEJ_00224	CDS	843		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
CEKBDPEJ_00224	gene	843				
CEKBDPEJ_00225	CDS	813	manY		COG3715	PTS system mannose-specific EIIC component
CEKBDPEJ_00225	gene	813	manY			
CEKBDPEJ_00226	CDS	471		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIB component
CEKBDPEJ_00226	gene	471				
CEKBDPEJ_00227	CDS	423				hypothetical protein
CEKBDPEJ_00227	gene	423				
CEKBDPEJ_00228	CDS	1242				hypothetical protein
CEKBDPEJ_00228	gene	1242				
CEKBDPEJ_00229	CDS	990	rhaR_2			HTH-type transcriptional activator RhaR
CEKBDPEJ_00229	gene	990	rhaR_2			
CEKBDPEJ_00230	CDS	963				citrate lyase regulator
CEKBDPEJ_00230	gene	963				
CEKBDPEJ_00231	CDS	957				citrate lyase regulator
CEKBDPEJ_00231	gene	957				
CEKBDPEJ_00232	CDS	354		2.7.1.-		PTS system, glucitol/sorbitol-specific IIA component
CEKBDPEJ_00232	gene	354				
CEKBDPEJ_00233	CDS	1020		2.7.1.69		PTS system, glucitol/sorbitol-specific, IIBC component
CEKBDPEJ_00233	gene	1020				
CEKBDPEJ_00234	CDS	534		2.7.1.69		PTS system, glucitol/sorbitol-specific IIC component
CEKBDPEJ_00234	gene	534				
CEKBDPEJ_00235	CDS	390				hypothetical protein
CEKBDPEJ_00235	gene	390				
CEKBDPEJ_00236	CDS	1245				hypothetical protein
CEKBDPEJ_00236	gene	1245				
CEKBDPEJ_00237	CDS	285				PspC domain protein
CEKBDPEJ_00237	gene	285				
CEKBDPEJ_00238	CDS	681				hypothetical protein
CEKBDPEJ_00238	gene	681				
CEKBDPEJ_00239	CDS	384				hypothetical protein
CEKBDPEJ_00239	gene	384				
CEKBDPEJ_00240	CDS	675				hypothetical protein
CEKBDPEJ_00240	gene	675				
CEKBDPEJ_00241	CDS	120				hypothetical protein
CEKBDPEJ_00241	gene	120				
CEKBDPEJ_00242	CDS	2382	xpkA_2	4.1.2.9		Xylulose-5-phosphate phosphoketolase
