locus_tag	ftype	length_bp	gene	EC_number	COG	product
KEHMHFOH_00043	CDS	1473	lutB		COG1139	Lactate utilization protein B
KEHMHFOH_00044	CDS	720	lutC		COG1556	Lactate utilization protein C
KEHMHFOH_00045	CDS	543		3.4.21.89		signal peptidase I
KEHMHFOH_00046	CDS	3591		3.6.1.-		ATP-dependent helicase/deoxyribonuclease subunit B
KEHMHFOH_00047	CDS	3795		3.6.1.-		ATP-dependent helicase/nuclease subunit A
KEHMHFOH_00048	CDS	345				HxlR-like helix-turn-helix
KEHMHFOH_00049	CDS	1047	pheS	6.1.1.20		phenylalanyl-tRNA synthetase subunit alpha
KEHMHFOH_00050	CDS	2424	pheT	6.1.1.20		phenylalanyl-tRNA synthetase subunit beta
KEHMHFOH_00051	CDS	666				ABC transporter permease
KEHMHFOH_00052	CDS	714				ABC transporter permease
KEHMHFOH_00053	CDS	828				putative adhesin/ABC transporter aspartate/glutamate-binding protein
KEHMHFOH_00054	CDS	732	glnQ	3.6.3.-		ABC transporter ATP-binding protein
KEHMHFOH_00055	CDS	822	murI	5.1.1.3		glutamate racemase
KEHMHFOH_00056	CDS	1356		2.7.7.56		Ribonuclease PH/Ham1 protein
KEHMHFOH_00057	CDS	513		3.1.-.-		phosphodiesterase
KEHMHFOH_00058	CDS	489				CBS domain pair protein
KEHMHFOH_00059	CDS	702		2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase
KEHMHFOH_00060	CDS	1128		3.4.-.-		peptidase M20D
KEHMHFOH_00061	CDS	921				transporter, small conductance mechanosensitive ion channel family protein
KEHMHFOH_00062	CDS	363				hypothetical protein
KEHMHFOH_00063	CDS	825		1.1.1.-		oxidoreductase, aldo/keto reductase family protein
KEHMHFOH_00064	CDS	723		6.3.5.2		glutamine amidotransferase
KEHMHFOH_00065	CDS	375		4.4.1.5		lactoylglutathione lyase
KEHMHFOH_00066	CDS	447		3.6.1.-		NUDIX family hydrolase
KEHMHFOH_00067	CDS	813		3.-.-.-		HAD superfamily hydrolase
KEHMHFOH_00068	CDS	1371				HD domain-containing protein
KEHMHFOH_00069	CDS	852		2.7.7.63		lipoate-protein ligase A
KEHMHFOH_00070	CDS	438				hypothetical protein
KEHMHFOH_00071	CDS	618		2.7.7.6		DNA-directed RNA polymerase subunit delta
KEHMHFOH_00072	CDS	1611	pyrG	6.3.4.2		CTP synthase
KEHMHFOH_00073	CDS	2337		2.4.2.-		penicillin-binding protein 1A
KEHMHFOH_00074	CDS	618		3.1.22.-		recombination protein U
KEHMHFOH_00075	CDS	543				hypothetical protein
KEHMHFOH_00076	CDS	411				cell division protein DivIVA
KEHMHFOH_00077	CDS	1164		2.1.1.37		putative methylase
KEHMHFOH_00078	CDS	1497		3.4.17.19		carboxypeptidase Taq metallopeptidase
KEHMHFOH_00079	CDS	717				DnaD and phage-associated domain protein
KEHMHFOH_00080	CDS	648		4.2.99.18		endonuclease III
KEHMHFOH_00081	CDS	765				GntR family transcriptional regulator
KEHMHFOH_00082	CDS	1299	pepV_1	3.4.13.-		dipeptidase PepV
KEHMHFOH_00083	CDS	954		3.5.1.26		N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
KEHMHFOH_00084	CDS	330		2.7.1.69		PTS system lactose/cellobiose-specific transporter subunit IIB
KEHMHFOH_00085	CDS	1356		2.7.1.69		PTS system lactose/cellobiose-specific transporter subunit IIC
KEHMHFOH_00086	CDS	519	grdB	1.21.4.2		Glycine reductase complex component B subunit gamma
KEHMHFOH_00087	CDS	2382				DEAD_2 helicase
KEHMHFOH_00088	CDS	966		3.5.1.1		L-asparaginase
KEHMHFOH_00089	CDS	684				hypothetical protein
KEHMHFOH_00090	CDS	495		5.3.1.24		N-(5'phosphoribosyl)anthranilate isomerase family protein
KEHMHFOH_00091	CDS	957				integral membrane protein
KEHMHFOH_00092	CDS	870	fba	4.1.2.13		fructose-bisphosphate aldolase
KEHMHFOH_00093	CDS	1293	murA1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
KEHMHFOH_00094	CDS	1293	rho	3.6.1.-		transcription termination factor Rho
KEHMHFOH_00095	CDS	270	rpmE2			50S ribosomal protein L31
KEHMHFOH_00096	CDS	1065				cell wall surface anchor family protein
KEHMHFOH_00097	CDS	213				hypothetical protein
KEHMHFOH_00098	CDS	879		2.7.1.4		fructokinase
KEHMHFOH_00099	CDS	249				hypothetical protein
KEHMHFOH_00100	CDS	735	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
KEHMHFOH_00101	CDS	459	luxS	4.4.1.21		S-ribosylhomocysteinase
KEHMHFOH_00102	CDS	1068		1.2.1.11		aspartate-semialdehyde dehydrogenase
KEHMHFOH_00103	CDS	873		4.2.1.52		dihydrodipicolinate synthase
KEHMHFOH_00104	CDS	1689		3.1.-.-		Ribonuclease J 2
KEHMHFOH_00105	CDS	1383		3.1.3.16		Ser/Thr protein phosphatase family protein
KEHMHFOH_00106	CDS	630				hypothetical protein
KEHMHFOH_00107	CDS	771		3.-.-.-		HAD superfamily hydrolase
KEHMHFOH_00108	CDS	624				integral membrane protein
KEHMHFOH_00109	CDS	570				hypothetical protein
KEHMHFOH_00110	CDS	861				EDD domain protein, DegV family
KEHMHFOH_00111	CDS	666				glycerol uptake facilitator protein
KEHMHFOH_00112	CDS	705				DNA-binding response regulator
KEHMHFOH_00113	CDS	1830		2.7.13.3		PAS domain sensory box histidine kinase
KEHMHFOH_00114	CDS	1311				YycH protein
KEHMHFOH_00115	CDS	855				YycH protein
KEHMHFOH_00116	CDS	807	yycJ			metallo-beta-lactamase YycJ
KEHMHFOH_00117	CDS	915				putative permease
KEHMHFOH_00118	CDS	867				membrane protein
KEHMHFOH_00119	CDS	492				hypothetical protein
KEHMHFOH_00120	CDS	753				hypothetical protein
KEHMHFOH_00121	CDS	270				hypothetical protein
KEHMHFOH_00122	CDS	423		3.1.-.-		Holliday junction resolvase-like protein
KEHMHFOH_00123	CDS	306				hypothetical protein
KEHMHFOH_00124	CDS	849				helix-turn-helix domain-containing protein
KEHMHFOH_00125	CDS	1170	maeB_1	1.1.1.40		NADP-dependent malic enzyme
KEHMHFOH_00126	CDS	1326	citH			Na+/citrate symporter
KEHMHFOH_00127	CDS	1551	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
KEHMHFOH_00128	CDS	693				response regulator receiver domain-containing protein
KEHMHFOH_00129	CDS	1344		1.11.1.1		NADH peroxidase
KEHMHFOH_00130	CDS	912	lytR_1			transcriptional regulator
KEHMHFOH_00131	CDS	1653		2.2.1.6		acetolactate synthase
KEHMHFOH_00132	CDS	705		4.1.1.5		alpha-acetolactate decarboxylase
KEHMHFOH_00133	CDS	1083				hypothetical protein
KEHMHFOH_00134	CDS	720				hypothetical protein
KEHMHFOH_00135	CDS	405				hypothetical protein
KEHMHFOH_00136	CDS	837				spermidine/putrescine ABC superfamily ATP binding cassette transporter, membrane protein
KEHMHFOH_00137	CDS	780	potC_1			spermidine/putrescine transport system permease protein PotC
KEHMHFOH_00138	CDS	1041	cysA	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KEHMHFOH_00139	CDS	1065	spuD			Putrescine-binding periplasmic protein SpuD
KEHMHFOH_00140	CDS	1740		3.5.4.2		adenine deaminase
KEHMHFOH_00141	CDS	1329	triA	3.5.4.45		Melamine deaminase
KEHMHFOH_00142	CDS	870				helix-turn-helix domain-containing protein
KEHMHFOH_00143	CDS	936				ApbE family protein
KEHMHFOH_00144	CDS	609				hypothetical protein
KEHMHFOH_00145	CDS	1257				hypothetical protein
KEHMHFOH_00146	CDS	1491				M protein trans-acting positive regulator
KEHMHFOH_00147	CDS	684				hypothetical protein
KEHMHFOH_00148	CDS	96				hypothetical protein
KEHMHFOH_00149	CDS	825	lpxG_1	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
KEHMHFOH_00150	CDS	912	yteP			ABC transporter permease
KEHMHFOH_00151	CDS	882	ytcP			ABC transporter permease
KEHMHFOH_00152	CDS	1599				hypothetical protein
KEHMHFOH_00153	CDS	594				hypothetical protein
KEHMHFOH_00154	CDS	918	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
KEHMHFOH_00155	CDS	765				hypothetical protein
KEHMHFOH_00156	CDS	2151		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
KEHMHFOH_00157	CDS	3276		2.4.1.333	COG3459	1,2-beta-oligoglucan phosphorylase
KEHMHFOH_00158	CDS	966				LacI family transcriptional regulator
KEHMHFOH_00159	CDS	552				hypothetical protein
KEHMHFOH_00160	CDS	714				GntR family transcriptional regulator
KEHMHFOH_00161	CDS	1434	lacG	3.2.1.85		6-phospho-beta-galactosidase
KEHMHFOH_00162	CDS	1050		1.-.-.-		oxidoreductase family, NAD-binding Rossmann fold protein
KEHMHFOH_00163	CDS	459				hypothetical protein
KEHMHFOH_00164	CDS	342				hypothetical protein
KEHMHFOH_00165	CDS	264				hypothetical protein
KEHMHFOH_00166	CDS	1713				fibronectin-binding protein A
KEHMHFOH_00167	CDS	672				hypothetical protein
KEHMHFOH_00168	CDS	108				hypothetical protein
KEHMHFOH_00169	CDS	990				ABC transporter substrate binding protein
KEHMHFOH_00170	CDS	888				amino acid or sugar ABC transport system, permease protein
KEHMHFOH_00171	CDS	768				ABC transporter ATP-binding protein
KEHMHFOH_00172	CDS	462				hypothetical protein
KEHMHFOH_00173	CDS	759				hypothetical protein
KEHMHFOH_00174	CDS	207				hypothetical protein
KEHMHFOH_00175	CDS	780		3.-.-.-		HAD superfamily hydrolase
KEHMHFOH_00176	CDS	720				response regulator receiver domain-containing protein
KEHMHFOH_00177	CDS	1458		2.7.13.3		sensor histidine kinase
KEHMHFOH_00178	CDS	552				hypothetical protein
KEHMHFOH_00179	CDS	702				hypothetical protein
KEHMHFOH_00180	CDS	2109		3.1.6.-		sulfatase
KEHMHFOH_00181	CDS	1173		2.1.1.198		SAM-dependent methyltransferase
KEHMHFOH_00182	CDS	918		3.1.26.4		ribonuclease HIII
KEHMHFOH_00183	CDS	2397		3.6.3.-		cation transporter E1-E2 family ATPase
KEHMHFOH_00184	CDS	1887				hypothetical protein
KEHMHFOH_00185	CDS	474	rimP			ribosome maturation protein RimP
KEHMHFOH_00186	CDS	1200	nusA			transcription termination factor NusA
KEHMHFOH_00187	CDS	300	ylxR			cytosolic protein YlxR
KEHMHFOH_00188	CDS	306				50S ribosomal protein L7Ae
KEHMHFOH_00189	CDS	2391	infB			translation initiation factor IF-2
KEHMHFOH_00190	CDS	351	rbfA			ribosome-binding factor A
KEHMHFOH_00191	CDS	231				hypothetical protein
KEHMHFOH_00192	CDS	474				hypothetical protein
KEHMHFOH_00193	CDS	483				hypothetical protein
KEHMHFOH_00194	CDS	135				hypothetical protein
KEHMHFOH_00195	CDS	771				hypothetical protein
KEHMHFOH_00196	CDS	360				hypothetical protein
KEHMHFOH_00197	CDS	612				hypothetical protein
KEHMHFOH_00198	CDS	558				hypothetical protein
KEHMHFOH_00199	CDS	1221	pepT_1	3.4.11.4		peptidase T
KEHMHFOH_00200	CDS	1644				oligopeptide ABC superfamily ATP binding cassette transporter, binding protein
KEHMHFOH_00201	CDS	330				iron ABC transporter substrate-binding protein
KEHMHFOH_00202	CDS	891				iron ABC transporter system permease
KEHMHFOH_00203	CDS	948				iron ABC transporter system permease
KEHMHFOH_00204	CDS	453	yueI		COG5506	putative protein YueI
KEHMHFOH_00205	CDS	2271		6.3.2.2		bifunctional glutamate--cysteine ligase/glutathione synthetase
KEHMHFOH_00206	CDS	501		3.-.-.-		isochorismatase family hydrolase
KEHMHFOH_00207	CDS	897				integral membrane protein
KEHMHFOH_00208	CDS	399				glyoxalase family protein
KEHMHFOH_00209	CDS	486				hypothetical protein
KEHMHFOH_00210	CDS	1329	ftsY			Signal recognition particle receptor FtsY
KEHMHFOH_00211	CDS	828		3.-.-.-		HAD superfamily hydrolase
KEHMHFOH_00212	CDS	3579				chromosome partition protein SMC
KEHMHFOH_00213	CDS	693	rnc	3.1.26.3		ribonuclease III
KEHMHFOH_00214	CDS	519				hypothetical protein
KEHMHFOH_00215	CDS	360				hypothetical protein
KEHMHFOH_00216	CDS	267				hypothetical protein
KEHMHFOH_00217	CDS	1359				hypothetical protein
KEHMHFOH_00218	CDS	783				hypothetical protein
KEHMHFOH_00219	CDS	216				hypothetical protein
KEHMHFOH_00220	CDS	1782				family 5 extracellular solute-binding protein
KEHMHFOH_00221	CDS	924				ABC transporter permease
KEHMHFOH_00222	CDS	963				ABC transporter permease
KEHMHFOH_00223	CDS	945	oppF	3.6.3.-		peptide ABC transporter ATP-binding protein
KEHMHFOH_00224	CDS	1008		3.6.3.-		peptide ABC transporter ATP-binding protein
KEHMHFOH_00225	CDS	240				acyl carrier protein
KEHMHFOH_00226	CDS	1002	plsX	2.3.1.-		fatty acid/phospholipid synthesis protein PlsX
KEHMHFOH_00227	CDS	2037	recG	3.6.1.-		ATP-dependent DNA helicase RecG
KEHMHFOH_00228	CDS	1677	yloV			DAK2 domain fusion protein YloV
KEHMHFOH_00229	CDS	363				alkaline-shock protein
KEHMHFOH_00230	CDS	1152				hypothetical protein
KEHMHFOH_00231	CDS	684				ABC transporter ATP-binding protein
KEHMHFOH_00232	CDS	213				hypothetical protein
KEHMHFOH_00233	CDS	756				response regulator receiver domain-containing protein
KEHMHFOH_00234	CDS	189	rpmB			50S ribosomal protein L28
KEHMHFOH_00235	CDS	645		2.7.6.2		thiamin pyrophosphokinase family protein
KEHMHFOH_00236	CDS	654		5.1.3.1		Ribulose-phosphate 3-epimerase
KEHMHFOH_00237	CDS	894	rsgA	3.6.1.-		Putative ribosome biogenesis GTPase RsgA
KEHMHFOH_00238	CDS	2157		2.7.11.1		serine/threonine-protein kinase
KEHMHFOH_00239	CDS	750		3.1.3.16		serine/threonine phosphatase
KEHMHFOH_00240	CDS	1380		2.1.1.-		Ribosomal RNA small subunit methyltransferase B
KEHMHFOH_00241	CDS	942	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
KEHMHFOH_00242	CDS	495		3.5.1.88		Peptide deformylase
KEHMHFOH_00243	CDS	2433		3.6.1.-		Primosomal protein N'
KEHMHFOH_00244	CDS	303	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
KEHMHFOH_00245	CDS	615	gmk	2.7.4.8		guanylate kinase
KEHMHFOH_00246	CDS	1482				hypothetical protein
KEHMHFOH_00247	CDS	288				hypothetical protein
KEHMHFOH_00248	CDS	885				hypothetical protein
KEHMHFOH_00249	CDS	219				hypothetical protein
KEHMHFOH_00250	CDS	471				hypothetical protein
KEHMHFOH_00251	CDS	654	eda		COG0800	Putative KHG/KDPG aldolase
KEHMHFOH_00252	CDS	1074	uxuA_1	4.2.1.8		D-mannonate dehydratase, UxuA_1
KEHMHFOH_00253	CDS	453		2.7.1.-		PTS system, mannose/fructose/sorbose-specific IIA component
KEHMHFOH_00254	CDS	507		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIB component
KEHMHFOH_00255	CDS	873		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
KEHMHFOH_00256	CDS	837		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
KEHMHFOH_00257	CDS	1104	hcxA_1	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
KEHMHFOH_00258	CDS	1002		1.1.1.290		4-phosphoerythronate dehydrogenase
KEHMHFOH_00259	CDS	900		1.1.1.44		6-phosphogluconate dehydrogenase
KEHMHFOH_00260	CDS	888				phosphosugar isomerase transcriptional regulator
KEHMHFOH_00261	CDS	1785				ABC transporter ATP-binding protein/permease
KEHMHFOH_00262	CDS	600				hypothetical protein
KEHMHFOH_00263	CDS	579		2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
KEHMHFOH_00264	CDS	213				hypothetical protein
KEHMHFOH_00265	CDS	867				hypothetical protein
KEHMHFOH_00266	CDS	1305		3.4.-.-		peptidase M16 inactive domain protein
KEHMHFOH_00267	CDS	1269		3.4.-.-		Peptidase M16 inactive domain protein
KEHMHFOH_00268	CDS	450				large conductance mechanosensitive channel protein
KEHMHFOH_00269	CDS	684				hypothetical protein
KEHMHFOH_00270	CDS	699				hypothetical protein
KEHMHFOH_00271	CDS	714				GntR family transcriptional regulator
KEHMHFOH_00272	CDS	2712		3.2.1.-		glycosyl hydrolase family protein
KEHMHFOH_00273	CDS	651		5.4.2.6		beta-phosphoglucomutase
KEHMHFOH_00274	CDS	594				hypothetical protein
KEHMHFOH_00275	CDS	126				hypothetical protein
KEHMHFOH_00276	CDS	534				hypothetical protein
KEHMHFOH_00277	CDS	972	prs1	2.7.6.1		Ribose-phosphate pyrophosphokinase 1
KEHMHFOH_00278	CDS	438	msrB	1.8.4.12		peptide methionine sulfoxide reductase MsrB
KEHMHFOH_00279	CDS	555				maf protein
KEHMHFOH_00280	CDS	2133				DNA mismatch repair protein
KEHMHFOH_00281	CDS	2577	mutS			DNA mismatch repair protein MutS
KEHMHFOH_00282	CDS	372	ymcA		COG4550	putative protein YmcA
KEHMHFOH_00283	CDS	798		3.1.-.-		calcineurin-like phosphoesterase
KEHMHFOH_00284	CDS	1557	rny	3.1.4.16		2',3'-cyclic-nucleotide 2'-phosphodiesterase
KEHMHFOH_00285	CDS	1047	recA	3.1.-.-		DNA recombination protein RecA
KEHMHFOH_00286	CDS	1245				competence/damage-inducible protein CinA protein
KEHMHFOH_00287	CDS	1206				hypothetical protein
KEHMHFOH_00288	CDS	621		1.5.1.30		NADH-flavin reductase
KEHMHFOH_00289	CDS	426				Rrf2 family protein
KEHMHFOH_00290	CDS	384	yccF		COG3304	Inner membrane protein YccF
KEHMHFOH_00291	CDS	792				hypothetical protein
KEHMHFOH_00292	CDS	1137		3.5.1.18		succinyl-diaminopimelate desuccinylase
KEHMHFOH_00293	CDS	885	rsiV			Anti-sigma-V factor RsiV
KEHMHFOH_00294	CDS	498				ECF subfamily RNA polymerase sigma-70 region 2
KEHMHFOH_00295	CDS	444				IS605/IS200 family transposase
KEHMHFOH_00296	CDS	1482				M protein trans-acting positive regulator
KEHMHFOH_00297	CDS	486				hypothetical protein
KEHMHFOH_00298	CDS	1077				cell wall surface anchor family protein
KEHMHFOH_00299	CDS	759				hypothetical protein
KEHMHFOH_00300	CDS	801				hypothetical protein
KEHMHFOH_00301	CDS	735				hypothetical protein
KEHMHFOH_00302	CDS	390				hypothetical protein
KEHMHFOH_00303	CDS	4860				hypothetical protein
KEHMHFOH_00304	CDS	1014		3.1.-.-		esterase
KEHMHFOH_00305	CDS	546		3.-.-.-		isochorismatase family protein
KEHMHFOH_00306	CDS	684				LrgB family protein
KEHMHFOH_00307	CDS	420	lrgA		COG1380	Antiholin-like protein LrgA
KEHMHFOH_00308	CDS	729	lytR_2		COG3279	Sensory transduction protein LytR
KEHMHFOH_00309	CDS	1770	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
KEHMHFOH_00310	CDS	819	metQ_1			putative D-methionine-binding lipoprotein MetQ
KEHMHFOH_00311	CDS	672				ABC transporter permease
KEHMHFOH_00312	CDS	723	metN2_1	3.6.3.-		ABC transporter ATP-binding protein
KEHMHFOH_00313	CDS	399				hypothetical protein
KEHMHFOH_00314	CDS	270	rpsN1			30S ribosomal protein S14
KEHMHFOH_00315	CDS	150	rpmG1			50S ribosomal protein L33
KEHMHFOH_00316	CDS	963				cobalamin synthesis protein
KEHMHFOH_00317	CDS	123				hypothetical protein
KEHMHFOH_00318	CDS	1536				periplasmic solute binding family protein
KEHMHFOH_00319	CDS	975	dus2	1.-.-.-		tRNA-dihydrouridine synthase
KEHMHFOH_00320	CDS	771	yadH			ABC transporter permease
KEHMHFOH_00321	CDS	936	yadG			ABC transporter, ATP-binding protein
KEHMHFOH_00322	CDS	420		2.7.1.-		PTS system, mannose/fructose/sorbose-specific IIA component
KEHMHFOH_00323	CDS	492		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIB component
KEHMHFOH_00324	CDS	177		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
KEHMHFOH_00325	CDS	537		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
KEHMHFOH_00326	CDS	828		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
KEHMHFOH_00327	CDS	2520				PRD domain-containing protein
KEHMHFOH_00328	CDS	1470				hypothetical protein
KEHMHFOH_00329	CDS	1287				hypothetical protein
KEHMHFOH_00330	CDS	972				hypothetical protein
KEHMHFOH_00331	CDS	231				hypothetical protein
KEHMHFOH_00332	CDS	222				hypothetical protein
KEHMHFOH_00333	CDS	972				hypothetical protein
KEHMHFOH_00334	CDS	360				hypothetical protein
KEHMHFOH_00335	CDS	3315	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
KEHMHFOH_00336	CDS	1272	rpoD_1			RNA polymerase sigma factor RpoD
KEHMHFOH_00337	CDS	564				hypothetical protein
KEHMHFOH_00338	CDS	267				hypothetical protein
KEHMHFOH_00339	CDS	921				hypothetical protein
KEHMHFOH_00340	CDS	303	xerC_1			site-specific tyrosine recombinase XerC-family protein
KEHMHFOH_00341	CDS	393	rpsI			30S ribosomal protein S9
KEHMHFOH_00342	CDS	444	rplM			50S ribosomal protein L13
KEHMHFOH_00343	CDS	468		1.16.-.-		DNA protection during starvation protein 1
KEHMHFOH_00344	CDS	720				hypothetical protein
KEHMHFOH_00345	CDS	1521		2.7.1.12		gluconate kinase
KEHMHFOH_00346	CDS	693		3.4.-.-		bacterial Peptidase A24 protein
KEHMHFOH_00347	CDS	3654	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
KEHMHFOH_00348	CDS	3615	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
KEHMHFOH_00349	CDS	342		3.1.-.-		toxin-antitoxin system, toxin component, MazF family
KEHMHFOH_00350	CDS	231				AbrB family transcriptional regulator
KEHMHFOH_00351	CDS	216				hypothetical protein
KEHMHFOH_00352	CDS	993		6.3.4.15		biotin-[acetyl-CoA-carboxylase] ligase
KEHMHFOH_00353	CDS	639				chitin binding protein
KEHMHFOH_00354	CDS	1617	lytR_3			Transcriptional regulator LytR
KEHMHFOH_00355	CDS	1062				hypothetical protein
KEHMHFOH_00356	CDS	1104	dgaE_1	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
KEHMHFOH_00357	CDS	852		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
KEHMHFOH_00358	CDS	750		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
KEHMHFOH_00359	CDS	495		2.7.1.-		PTS system mannose-specific transporter subunit IIAB
KEHMHFOH_00360	CDS	402				hypothetical protein
KEHMHFOH_00361	CDS	2814				transcriptional antiterminator bglG:Sigma-54 factor
KEHMHFOH_00362	CDS	528		5.4.2.1		phosphoglycerate mutase family protein
KEHMHFOH_00363	CDS	1449		3.5.1.4		amidase
KEHMHFOH_00364	CDS	666				hypothetical protein
KEHMHFOH_00365	CDS	1209	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
KEHMHFOH_00366	CDS	675				ABC transporter ATP-binding protein
KEHMHFOH_00367	CDS	1167	yknX		COG0845	Putative efflux system component YknX
KEHMHFOH_00368	CDS	300				rhodanese-like domain-containing protein
KEHMHFOH_00369	CDS	1650		1.8.1.14		coenzyme A disulfide reductase
KEHMHFOH_00370	CDS	315				rhodanese-like domain protein
KEHMHFOH_00371	CDS	261	frmR			regulator protein FrmR
KEHMHFOH_00372	CDS	1260	sauU			putative sulfoacetate transporter SauU
KEHMHFOH_00373	CDS	1209		2.6.1.37		2-aminoethylphosphonate--pyruvate transaminase
KEHMHFOH_00374	CDS	1626	pucR_1		COG2508	Purine catabolism regulatory protein
KEHMHFOH_00375	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
KEHMHFOH_00376	CDS	1224	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
KEHMHFOH_00377	CDS	1365	pyrC_1	3.5.2.3		Dihydroorotase
KEHMHFOH_00378	CDS	1497	ybbW		COG1953	Putative allantoin permease
KEHMHFOH_00379	CDS	513		2.3.1.-		GNAT family acetyltransferase
KEHMHFOH_00380	CDS	453	yybA			MarR family transcriptional regulator
KEHMHFOH_00381	CDS	693				hypothetical protein
KEHMHFOH_00382	CDS	1620				sulfate transporter/STAS domain-containing protein
KEHMHFOH_00383	CDS	1068		3.5.1.24		choloylglycine hydrolase family protein
KEHMHFOH_00384	CDS	1413		3.2.1.86		6-phospho-beta-glucosidase
KEHMHFOH_00385	CDS	1302		2.7.1.69		PTS system lactose/cellobiose-specific transporter subunit IIC
KEHMHFOH_00386	CDS	753				MerR family transcriptional regulator
KEHMHFOH_00387	CDS	1209				hypothetical protein
KEHMHFOH_00388	CDS	1656				hypothetical protein
KEHMHFOH_00389	CDS	867				hypothetical protein
KEHMHFOH_00390	CDS	1560	fdrA		COG0074	Protein FdrA
KEHMHFOH_00391	CDS	1425				hypothetical protein
