locus_tag	ftype	length_bp	gene	EC_number	COG	product
BEFOAEEH_00064	gene	327				
BEFOAEEH_00065	CDS	315				hypothetical protein
BEFOAEEH_00065	gene	315				
BEFOAEEH_00066	CDS	153				hypothetical protein
BEFOAEEH_00066	gene	153				
BEFOAEEH_00067	CDS	189				hypothetical protein
BEFOAEEH_00067	gene	189				
BEFOAEEH_00068	CDS	162				hypothetical protein
BEFOAEEH_00068	gene	162				
BEFOAEEH_00069	CDS	417				hypothetical protein
BEFOAEEH_00069	gene	417				
BEFOAEEH_00070	CDS	327				hypothetical protein
BEFOAEEH_00070	gene	327				
BEFOAEEH_00071	CDS	252				hypothetical protein
BEFOAEEH_00071	gene	252				
BEFOAEEH_00072	CDS	378				hypothetical protein
BEFOAEEH_00072	gene	378				
BEFOAEEH_00073	CDS	660				hypothetical protein
BEFOAEEH_00073	gene	660				
BEFOAEEH_00074	CDS	336	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
BEFOAEEH_00074	gene	336	yybR_1			
BEFOAEEH_00075	CDS	1332		1.-.-.-		pyridine nucleotide-disulfide oxidoreductase
BEFOAEEH_00075	gene	1332				
BEFOAEEH_00076	CDS	1608				hypothetical protein
BEFOAEEH_00076	gene	1608				
BEFOAEEH_00077	CDS	876		1.1.1.-		oxidoreductase, aldo/keto reductase family protein
BEFOAEEH_00077	gene	876				
BEFOAEEH_00078	CDS	420				MerR family transcriptional regulator
BEFOAEEH_00078	gene	420				
BEFOAEEH_00079	CDS	582		5.4.2.1		phosphoglycerate mutase family protein
BEFOAEEH_00079	gene	582				
BEFOAEEH_00080	CDS	330	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
BEFOAEEH_00080	gene	330	yybR_2			
BEFOAEEH_00081	CDS	609				hypothetical protein
BEFOAEEH_00081	gene	609				
BEFOAEEH_00082	CDS	1050				hypothetical protein
BEFOAEEH_00082	gene	1050				
BEFOAEEH_00083	CDS	240				hypothetical protein
BEFOAEEH_00083	gene	240				
BEFOAEEH_00084	CDS	753				hypothetical protein
BEFOAEEH_00084	gene	753				
BEFOAEEH_00085	CDS	864	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase HchA
BEFOAEEH_00085	gene	864	hchA			
BEFOAEEH_00086	CDS	579				hypothetical protein
BEFOAEEH_00086	gene	579				
BEFOAEEH_00087	CDS	1032				hypothetical protein
BEFOAEEH_00087	gene	1032				
BEFOAEEH_00088	CDS	639		5.4.2.1		phosphoglycerate mutase family protein
BEFOAEEH_00088	gene	639				
BEFOAEEH_00089	CDS	585		2.3.1.-		Putative acetyltransferase
BEFOAEEH_00089	gene	585				
BEFOAEEH_00090	CDS	750				hypothetical protein
BEFOAEEH_00090	gene	750				
BEFOAEEH_00091	CDS	978			COG1073	putative protein
BEFOAEEH_00091	gene	978				
BEFOAEEH_00092	CDS	441				MerR family transcriptional regulator
BEFOAEEH_00092	gene	441				
BEFOAEEH_00093	CDS	573				ABC transporter ATP-binding protein
BEFOAEEH_00093	gene	573				
BEFOAEEH_00094	CDS	681				hypothetical protein
BEFOAEEH_00094	gene	681				
BEFOAEEH_00095	CDS	1044				hypothetical protein
BEFOAEEH_00095	gene	1044				
BEFOAEEH_00096	CDS	978				hypothetical protein
BEFOAEEH_00096	gene	978				
BEFOAEEH_00097	CDS	657				hypothetical protein
BEFOAEEH_00097	gene	657				
BEFOAEEH_00098	CDS	831				hypothetical protein
BEFOAEEH_00098	gene	831				
BEFOAEEH_00099	CDS	204				hypothetical protein
BEFOAEEH_00099	gene	204				
BEFOAEEH_00100	CDS	465				hypothetical protein
BEFOAEEH_00100	gene	465				
BEFOAEEH_00101	CDS	1245				hypothetical protein
BEFOAEEH_00101	gene	1245				
BEFOAEEH_00102	CDS	1566				hypothetical protein
BEFOAEEH_00102	gene	1566				
BEFOAEEH_00103	CDS	1314				xanthine/uracil permease family protein
BEFOAEEH_00103	gene	1314				
BEFOAEEH_00104	CDS	738		1.1.1.-		short chain dehydrogenase/reductase family oxidoreductase
BEFOAEEH_00104	gene	738				
BEFOAEEH_00105	CDS	582		2.3.1.-		maltose O-acetyltransferase family protein
BEFOAEEH_00105	gene	582				
BEFOAEEH_00106	CDS	885				LysR family transcriptional regulator
BEFOAEEH_00106	gene	885				
BEFOAEEH_00107	CDS	888				sugar transport protein
BEFOAEEH_00107	gene	888				
BEFOAEEH_00108	CDS	396		5.5.1.-		D-ribose pyranase
BEFOAEEH_00108	gene	396				
BEFOAEEH_00109	CDS	912		2.7.1.15		ribokinase
BEFOAEEH_00109	gene	912				
BEFOAEEH_00110	CDS	996				LacI family transcriptional regulator
BEFOAEEH_00110	gene	996				
BEFOAEEH_00111	CDS	975				hypothetical protein
BEFOAEEH_00111	gene	975				
BEFOAEEH_00112	CDS	1368		2.7.1.69		PTS system ascorbate-specific transporter subunit IIC
BEFOAEEH_00112	gene	1368				
BEFOAEEH_00113	CDS	300		2.7.1.69		PTS system ascorbate-specific transporter subunit IIB
BEFOAEEH_00113	gene	300				
BEFOAEEH_00114	CDS	2010		2.7.1.-		PTS system ascorbate-specific transporter subunit IIA
BEFOAEEH_00114	gene	2010				
BEFOAEEH_00115	CDS	225				hypothetical protein
BEFOAEEH_00115	gene	225				
BEFOAEEH_00116	CDS	402				hypothetical protein
BEFOAEEH_00116	gene	402				
BEFOAEEH_00117	CDS	1134				cell wall surface anchor family protein
BEFOAEEH_00117	gene	1134				
BEFOAEEH_00118	CDS	690				hypothetical protein
BEFOAEEH_00118	gene	690				
BEFOAEEH_00119	CDS	972				hypothetical protein
BEFOAEEH_00119	gene	972				
BEFOAEEH_00120	CDS	1416	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
BEFOAEEH_00120	gene	1416	phoB			
BEFOAEEH_00121	CDS	1914				DNA mismatch repair protein MutS2
BEFOAEEH_00121	gene	1914				
BEFOAEEH_00122	CDS	714				hypothetical protein
BEFOAEEH_00122	gene	714				
BEFOAEEH_00123	CDS	102				hypothetical protein
BEFOAEEH_00123	gene	102				
BEFOAEEH_00124	CDS	252				hypothetical protein
BEFOAEEH_00124	gene	252				
BEFOAEEH_00125	CDS	1422				hypothetical protein
BEFOAEEH_00125	gene	1422				
BEFOAEEH_00126	CDS	711				hypothetical protein
BEFOAEEH_00126	gene	711				
BEFOAEEH_00127	CDS	2010				hypothetical protein
BEFOAEEH_00127	gene	2010				
BEFOAEEH_00128	CDS	237				hypothetical protein
BEFOAEEH_00128	gene	237				
BEFOAEEH_00129	CDS	807		2.7.7.-		ISEnfa3, transposase
BEFOAEEH_00129	gene	807				
BEFOAEEH_00130	CDS	456				IS605/IS200 family transposase
BEFOAEEH_00130	gene	456				
BEFOAEEH_00131	CDS	660				ABC transporter ATP-binding protein
BEFOAEEH_00131	gene	660				
BEFOAEEH_00132	CDS	1497				permease
BEFOAEEH_00132	gene	1497				
BEFOAEEH_00133	CDS	675				response regulator receiver domain-containing protein
BEFOAEEH_00133	gene	675				
BEFOAEEH_00134	CDS	1317	vicK	2.7.13.3		sensory box histidine kinase VicK
BEFOAEEH_00134	gene	1317	vicK			
BEFOAEEH_00135	CDS	264	mazE		COG2336	Antitoxin MazE
BEFOAEEH_00135	gene	264	mazE			
BEFOAEEH_00136	CDS	363	pemK	3.1.-.-		Endoribonuclease PemK
BEFOAEEH_00136	gene	363	pemK			
BEFOAEEH_00137	CDS	963	scrR			sucrose operon repressor ScrR
BEFOAEEH_00137	gene	963	scrR			
BEFOAEEH_00138	CDS	1440				Glycosyl hydrolase
BEFOAEEH_00138	gene	1440				
BEFOAEEH_00139	CDS	1932		2.7.1.69		PTS system, trehalose/maltose-specific, IIBCA component
BEFOAEEH_00139	gene	1932				
BEFOAEEH_00140	CDS	486				hypothetical protein
BEFOAEEH_00140	gene	486				
BEFOAEEH_00141	CDS	483				hypothetical protein
BEFOAEEH_00141	gene	483				
BEFOAEEH_00142	CDS	1545				hypothetical protein
BEFOAEEH_00142	gene	1545				
BEFOAEEH_00143	CDS	258				hypothetical protein
BEFOAEEH_00143	gene	258				
BEFOAEEH_00144	CDS	573				hypothetical protein
BEFOAEEH_00144	gene	573				
BEFOAEEH_00145	CDS	450				hypothetical protein
BEFOAEEH_00145	gene	450				
BEFOAEEH_00146	CDS	621				hypothetical protein
BEFOAEEH_00146	gene	621				
BEFOAEEH_00147	CDS	378				hypothetical protein
BEFOAEEH_00147	gene	378				
BEFOAEEH_00148	CDS	501				hypothetical protein
BEFOAEEH_00148	gene	501				
BEFOAEEH_00149	CDS	567				hypothetical protein
BEFOAEEH_00149	gene	567				
BEFOAEEH_00150	CDS	231				AbrB family transcriptional regulator
BEFOAEEH_00150	gene	231				
BEFOAEEH_00151	CDS	366		3.1.-.-		toxin-antitoxin system, toxin component, MazF family
BEFOAEEH_00151	gene	366				
BEFOAEEH_00152	CDS	444				hypothetical protein
BEFOAEEH_00152	gene	444				
BEFOAEEH_00153	CDS	387				hypothetical protein
BEFOAEEH_00153	gene	387				
BEFOAEEH_00154	CDS	450				hypothetical protein
BEFOAEEH_00154	gene	450				
BEFOAEEH_00155	CDS	189				hypothetical protein
BEFOAEEH_00155	gene	189				
BEFOAEEH_00156	CDS	240				hypothetical protein
BEFOAEEH_00156	gene	240				
BEFOAEEH_00157	CDS	177				hypothetical protein
BEFOAEEH_00157	gene	177				
BEFOAEEH_00158	CDS	186				hypothetical protein
BEFOAEEH_00158	gene	186				
BEFOAEEH_00159	CDS	570	yokF	3.1.-.-	COG1525	SPBc2 prophage-derived endonuclease YokF
BEFOAEEH_00159	gene	570	yokF			
BEFOAEEH_00160	CDS	492				single-strand binding protein
BEFOAEEH_00160	gene	492				
BEFOAEEH_00161	CDS	366				hypothetical protein
BEFOAEEH_00161	gene	366				
BEFOAEEH_00162	CDS	267				hypothetical protein
BEFOAEEH_00162	gene	267				
BEFOAEEH_00163	CDS	225				hypothetical protein
BEFOAEEH_00163	gene	225				
BEFOAEEH_00164	CDS	276				hypothetical protein
BEFOAEEH_00164	gene	276				
BEFOAEEH_00165	CDS	360				hypothetical protein
BEFOAEEH_00165	gene	360				
BEFOAEEH_00166	CDS	1572				hypothetical protein
BEFOAEEH_00166	gene	1572				
BEFOAEEH_00167	CDS	1245				hypothetical protein
BEFOAEEH_00167	gene	1245				
BEFOAEEH_00168	CDS	444				hypothetical protein
BEFOAEEH_00168	gene	444				
BEFOAEEH_00169	CDS	267				hypothetical protein
BEFOAEEH_00169	gene	267				
BEFOAEEH_00170	CDS	807				hypothetical protein
BEFOAEEH_00170	gene	807				
BEFOAEEH_00171	CDS	1113				hypothetical protein
BEFOAEEH_00171	gene	1113				
BEFOAEEH_00172	CDS	582				hypothetical protein
BEFOAEEH_00172	gene	582				
BEFOAEEH_00173	CDS	1947				ATPase
BEFOAEEH_00173	gene	1947				
BEFOAEEH_00174	CDS	591				hypothetical protein
BEFOAEEH_00174	gene	591				
BEFOAEEH_00175	CDS	312				hypothetical protein
BEFOAEEH_00175	gene	312				
BEFOAEEH_00176	CDS	1914				hypothetical protein
BEFOAEEH_00176	gene	1914				
BEFOAEEH_00177	CDS	2358				hypothetical protein
BEFOAEEH_00177	gene	2358				
BEFOAEEH_00178	CDS	1119				hypothetical protein
BEFOAEEH_00178	gene	1119				
BEFOAEEH_00179	CDS	195				hypothetical protein
BEFOAEEH_00179	gene	195				
BEFOAEEH_00180	CDS	906				hypothetical protein
BEFOAEEH_00180	gene	906				
BEFOAEEH_00181	CDS	699				hypothetical protein
BEFOAEEH_00181	gene	699				
BEFOAEEH_00182	CDS	1068				hypothetical protein
BEFOAEEH_00182	gene	1068				
BEFOAEEH_00183	CDS	219				hypothetical protein
BEFOAEEH_00183	gene	219				
BEFOAEEH_00184	CDS	234				hypothetical protein
BEFOAEEH_00184	gene	234				
BEFOAEEH_00185	CDS	888				hypothetical protein
BEFOAEEH_00185	gene	888				
BEFOAEEH_00186	CDS	867				hypothetical protein
BEFOAEEH_00186	gene	867				
BEFOAEEH_00187	CDS	1047				hypothetical protein
BEFOAEEH_00187	gene	1047				
BEFOAEEH_00188	CDS	1479			COG1705	N-acetylmuramoyl-L-alanine amidase domain-containing protein
BEFOAEEH_00188	gene	1479				
BEFOAEEH_00189	CDS	363				hypothetical protein
BEFOAEEH_00189	gene	363				
BEFOAEEH_00190	CDS	327				hypothetical protein
BEFOAEEH_00190	gene	327				
BEFOAEEH_00191	CDS	636				hypothetical protein
BEFOAEEH_00191	gene	636				
BEFOAEEH_00192	CDS	309				hypothetical protein
BEFOAEEH_00192	gene	309				
BEFOAEEH_00193	CDS	4080				hypothetical protein
BEFOAEEH_00193	gene	4080				
BEFOAEEH_00194	CDS	798				hypothetical protein
BEFOAEEH_00194	gene	798				
BEFOAEEH_00195	CDS	246				hypothetical protein
BEFOAEEH_00195	gene	246				
BEFOAEEH_00196	CDS	420				hypothetical protein
BEFOAEEH_00196	gene	420				
BEFOAEEH_00197	CDS	348				hypothetical protein
BEFOAEEH_00197	gene	348				
BEFOAEEH_00198	CDS	291				hypothetical protein
BEFOAEEH_00198	gene	291				
BEFOAEEH_00199	CDS	390				hypothetical protein
BEFOAEEH_00199	gene	390				
BEFOAEEH_00200	CDS	303				hypothetical protein
BEFOAEEH_00200	gene	303				
BEFOAEEH_00201	CDS	357				hypothetical protein
BEFOAEEH_00201	gene	357				
BEFOAEEH_00202	CDS	336				hypothetical protein
BEFOAEEH_00202	gene	336				
BEFOAEEH_00203	CDS	225				hypothetical protein
BEFOAEEH_00203	gene	225				
BEFOAEEH_00204	CDS	345	traE1			regulatory protein TraE1
BEFOAEEH_00204	gene	345	traE1			
BEFOAEEH_00205	CDS	876				helix-turn-helix domain-containing protein
BEFOAEEH_00205	gene	876				
BEFOAEEH_00206	CDS	126				hypothetical protein
BEFOAEEH_00206	gene	126				
BEFOAEEH_00207	CDS	777				helix-turn-helix domain-containing protein
BEFOAEEH_00207	gene	777				
BEFOAEEH_00208	CDS	1011	repA			replication initiator protein A
BEFOAEEH_00208	gene	1011	repA			
BEFOAEEH_00209	CDS	474				hypothetical protein
BEFOAEEH_00209	gene	474				
BEFOAEEH_00210	CDS	819	repB			replication-associated protein RepB
BEFOAEEH_00210	gene	819	repB			
BEFOAEEH_00211	CDS	291	prgN			replication control protein PrgN
BEFOAEEH_00211	gene	291	prgN			
BEFOAEEH_00212	CDS	93				hypothetical protein
BEFOAEEH_00212	gene	93				
BEFOAEEH_00213	CDS	519				hypothetical protein
BEFOAEEH_00213	gene	519				
BEFOAEEH_00214	CDS	273				hypothetical protein
BEFOAEEH_00214	gene	273				
BEFOAEEH_00215	CDS	285				hypothetical protein
BEFOAEEH_00215	gene	285				
BEFOAEEH_00216	CDS	216				Bacteriocin hiracin-JM79
BEFOAEEH_00216	gene	216				
BEFOAEEH_00217	CDS	312				hypothetical protein
BEFOAEEH_00217	gene	312				
BEFOAEEH_00218	CDS	231				Bacteriocin hiracin-JM79
BEFOAEEH_00218	gene	231				
BEFOAEEH_00219	CDS	240				preprotein translocase subunit YajC
BEFOAEEH_00219	gene	240				
BEFOAEEH_00220	CDS	201				hypothetical protein
BEFOAEEH_00220	gene	201				
BEFOAEEH_00221	CDS	207				hypothetical protein
BEFOAEEH_00221	gene	207				
BEFOAEEH_00222	CDS	285				hypothetical protein
BEFOAEEH_00222	gene	285				
BEFOAEEH_00223	CDS	657				Resolvase protein
BEFOAEEH_00223	gene	657				
BEFOAEEH_00224	CDS	231				AbrB family transcriptional regulator
BEFOAEEH_00224	gene	231				
BEFOAEEH_00225	CDS	342		3.1.-.-		toxin-antitoxin system, toxin component, MazF family
BEFOAEEH_00225	gene	342				
BEFOAEEH_00226	CDS	939				hypothetical protein
BEFOAEEH_00226	gene	939				
BEFOAEEH_00227	CDS	603	fic			Fic family protein
BEFOAEEH_00227	gene	603	fic			
BEFOAEEH_00228	CDS	798				hypothetical protein
BEFOAEEH_00228	gene	798				
BEFOAEEH_00229	CDS	2664		3.6.3.8		calcium-translocating P-type ATPase, PMCA-type
BEFOAEEH_00229	gene	2664				
BEFOAEEH_00230	CDS	633				HD domain-containing protein
BEFOAEEH_00230	gene	633				
BEFOAEEH_00231	CDS	282				hypothetical protein
BEFOAEEH_00231	gene	282				
BEFOAEEH_00232	CDS	378				hypothetical protein
BEFOAEEH_00232	gene	378				
BEFOAEEH_00233	CDS	960				LacI family sugar-binding transcriptional regulator
BEFOAEEH_00233	gene	960				
BEFOAEEH_00234	CDS	531				hypothetical protein
BEFOAEEH_00234	gene	531				
BEFOAEEH_00235	CDS	1293				hypothetical protein
BEFOAEEH_00235	gene	1293				
BEFOAEEH_00236	CDS	2619		3.2.1.-		glycosyl hydrolase family 38 protein
BEFOAEEH_00236	gene	2619				
BEFOAEEH_00237	CDS	1335		2.7.1.69		PTS system lactose/cellobiose-specific transporter subunit IIC
BEFOAEEH_00237	gene	1335				
BEFOAEEH_00238	CDS	717				GntR family transcriptional regulator
BEFOAEEH_00238	gene	717				
BEFOAEEH_00239	CDS	300				hypothetical protein
BEFOAEEH_00239	gene	300				
BEFOAEEH_00240	CDS	804				hypothetical protein
BEFOAEEH_00240	gene	804				
BEFOAEEH_00241	CDS	342				Enterocin A Immunity protein
BEFOAEEH_00241	gene	342				
BEFOAEEH_00242	CDS	174				Bacteriocin hiracin-JM79
BEFOAEEH_00242	gene	174				
BEFOAEEH_00243	CDS	240				preprotein translocase subunit YajC
BEFOAEEH_00243	gene	240				
BEFOAEEH_00244	CDS	201				hypothetical protein
BEFOAEEH_00244	gene	201				
BEFOAEEH_00245	CDS	1014				cell wall surface anchor family protein
BEFOAEEH_00245	gene	1014				
BEFOAEEH_00246	CDS	207				hypothetical protein
BEFOAEEH_00246	gene	207				
BEFOAEEH_00247	CDS	327				hypothetical protein
BEFOAEEH_00247	gene	327				
BEFOAEEH_00248	CDS	573				hypothetical protein
BEFOAEEH_00248	gene	573				
BEFOAEEH_00249	CDS	570				hypothetical protein
BEFOAEEH_00249	gene	570				
BEFOAEEH_00250	CDS	627				hypothetical protein
BEFOAEEH_00250	gene	627				
BEFOAEEH_00251	CDS	2775				hypothetical protein
BEFOAEEH_00251	gene	2775				
BEFOAEEH_00252	CDS	603				hypothetical protein
BEFOAEEH_00252	gene	603				
BEFOAEEH_00253	CDS	684				hypothetical protein
BEFOAEEH_00253	gene	684				
BEFOAEEH_00254	CDS	438				hypothetical protein
BEFOAEEH_00254	gene	438				
BEFOAEEH_00255	CDS	255				hypothetical protein
BEFOAEEH_00255	gene	255				
BEFOAEEH_00256	CDS	1197		2.3.1.-		membrane bound O-acyl transferase
BEFOAEEH_00256	gene	1197				
BEFOAEEH_00257	CDS	174				hypothetical protein
BEFOAEEH_00257	gene	174				
BEFOAEEH_00258	CDS	558				hypothetical protein
BEFOAEEH_00258	gene	558				
BEFOAEEH_00259	CDS	198				hypothetical protein
BEFOAEEH_00259	gene	198				
BEFOAEEH_00260	CDS	600				phage integrase family protein
BEFOAEEH_00260	gene	600				
BEFOAEEH_00261	CDS	207				hypothetical protein
BEFOAEEH_00261	gene	207				
BEFOAEEH_00262	CDS	321				hypothetical protein
BEFOAEEH_00262	gene	321				
BEFOAEEH_00263	CDS	585				multiple promoter invertase
BEFOAEEH_00263	gene	585				
BEFOAEEH_00264	CDS	1161	lon	3.4.21.53		Lon protease
BEFOAEEH_00264	gene	1161	lon			
BEFOAEEH_00265	CDS	798				hypothetical protein
BEFOAEEH_00265	gene	798				
BEFOAEEH_00266	CDS	456				hypothetical protein
BEFOAEEH_00266	gene	456				
BEFOAEEH_00267	CDS	330				hypothetical protein
BEFOAEEH_00267	gene	330				
BEFOAEEH_00268	CDS	285				Resolvase protein
BEFOAEEH_00268	gene	285				
BEFOAEEH_00269	CDS	237				hypothetical protein
BEFOAEEH_00269	gene	237				
BEFOAEEH_00270	CDS	252				hypothetical protein
BEFOAEEH_00270	gene	252				
BEFOAEEH_00271	CDS	327				hypothetical protein
BEFOAEEH_00271	gene	327				
BEFOAEEH_00272	CDS	3057				hypothetical protein
BEFOAEEH_00272	gene	3057				
BEFOAEEH_00273	CDS	1497	lysS	6.1.1.6		lysyl-tRNA synthetase
BEFOAEEH_00273	gene	1497	lysS			
BEFOAEEH_00274	CDS	999		1.-.-.-		tRNA-dihydrouridine synthase
BEFOAEEH_00274	gene	999				
BEFOAEEH_00275	CDS	897	hslO			chaperonin HslO
BEFOAEEH_00275	gene	897	hslO			
BEFOAEEH_00276	CDS	2157	hflB	3.4.24.-		ATP-dependent metalloprotease
BEFOAEEH_00276	gene	2157	hflB			
BEFOAEEH_00277	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
BEFOAEEH_00277	gene	546	hpt			
BEFOAEEH_00278	CDS	1389		6.3.4.-		tRNA(Ile)-lysidine synthase
BEFOAEEH_00278	gene	1389				
BEFOAEEH_00279	CDS	480				S1 RNA binding domain-containing protein
BEFOAEEH_00279	gene	480				
BEFOAEEH_00280	CDS	480				septum formation initiator
BEFOAEEH_00280	gene	480				
