locus_tag	ftype	length_bp	gene	EC_number	COG	product
IBJBGECL_00084	CDS	396		3.5.4.5		cytidine deaminase
IBJBGECL_00084	gene	396				
IBJBGECL_00085	CDS	663	deoC	4.1.2.4		deoxyribose-phosphate aldolase
IBJBGECL_00085	gene	663	deoC			
IBJBGECL_00086	CDS	1302	pdp	2.4.2.2		pyrimidine-nucleoside phosphorylase
IBJBGECL_00086	gene	1302	pdp			
IBJBGECL_00087	CDS	1008				LacI family transcriptional regulator
IBJBGECL_00087	gene	1008				
IBJBGECL_00088	CDS	1014	add	3.5.4.4	COG1816	Adenosine deaminase
IBJBGECL_00088	gene	1014	add			
IBJBGECL_00089	CDS	609				16S rRNA small subunit methyltransferase C
IBJBGECL_00089	gene	609				
IBJBGECL_00090	CDS	588				hypothetical protein
IBJBGECL_00090	gene	588				
IBJBGECL_00091	CDS	924	coaA	2.7.1.33		pantothenate kinase
IBJBGECL_00091	gene	924	coaA			
IBJBGECL_00092	CDS	1563	guaA	6.3.5.2		GMP synthase
IBJBGECL_00092	gene	1563	guaA			
IBJBGECL_00093	CDS	453				hypothetical protein
IBJBGECL_00093	gene	453				
IBJBGECL_00094	CDS	135				hypothetical protein
IBJBGECL_00094	gene	135				
IBJBGECL_00095	CDS	285				hypothetical protein
IBJBGECL_00095	gene	285				
IBJBGECL_00096	CDS	2352				hypothetical protein
IBJBGECL_00096	gene	2352				
IBJBGECL_00097	CDS	378				hypothetical protein
IBJBGECL_00097	gene	378				
IBJBGECL_00098	CDS	546				hypothetical protein
IBJBGECL_00098	gene	546				
IBJBGECL_00099	CDS	789		5.1.-.-		phenazine biosynthesis protein PhzF family protein
IBJBGECL_00099	gene	789				
IBJBGECL_00100	CDS	966		4.3.1.12		ornithine cyclodeaminase/mu-crystallin family protein
IBJBGECL_00100	gene	966				
IBJBGECL_00101	CDS	1413				GntR family transcriptional regulator
IBJBGECL_00101	gene	1413				
IBJBGECL_00102	CDS	444				hypothetical protein
IBJBGECL_00102	gene	444				
IBJBGECL_00103	CDS	1269	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
IBJBGECL_00103	gene	1269	rutC			
IBJBGECL_00104	CDS	2508				hypothetical protein
IBJBGECL_00104	gene	2508				
IBJBGECL_00105	CDS	816				hypothetical protein
IBJBGECL_00105	gene	816				
IBJBGECL_00106	CDS	804				hypothetical protein
IBJBGECL_00106	gene	804				
IBJBGECL_00107	CDS	1023		1.-.-.-		zinc-binding alcohol dehydrogenase family protein
IBJBGECL_00107	gene	1023				
IBJBGECL_00108	CDS	336				hypothetical protein
IBJBGECL_00108	gene	336				
IBJBGECL_00109	CDS	681				DJ-1/PfpI family protein
IBJBGECL_00109	gene	681				
IBJBGECL_00110	CDS	1452				C4-dicarboxylate anaerobic carrier
IBJBGECL_00110	gene	1452				
IBJBGECL_00111	CDS	693				cyclic nucleotide-binding domain-containing protein
IBJBGECL_00111	gene	693				
IBJBGECL_00112	CDS	933	arcC_1	2.7.2.2		Carbamate kinase
IBJBGECL_00112	gene	933	arcC_1			
IBJBGECL_00113	CDS	1020	arcB_1	2.1.3.3		ornithine carbamoyltransferase
IBJBGECL_00113	gene	1020	arcB_1			
IBJBGECL_00114	CDS	1227	arcA	3.5.3.6		arginine deiminase
IBJBGECL_00114	gene	1227	arcA			
IBJBGECL_00115	CDS	780				Sulfite exporter TauE/SafE
IBJBGECL_00115	gene	780				
IBJBGECL_00116	CDS	804		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
IBJBGECL_00116	gene	804				
IBJBGECL_00117	CDS	819		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
IBJBGECL_00117	gene	819				
IBJBGECL_00118	CDS	477		2.7.1.-		PTS system mannose-specific transporter subunit IIAB
IBJBGECL_00118	gene	477				
IBJBGECL_00119	CDS	852				RpiR family transcriptional regulator
IBJBGECL_00119	gene	852				
IBJBGECL_00120	CDS	891	murQ_1	4.2.1.126		N-acetylmuramic acid 6-phosphate etherase
IBJBGECL_00120	gene	891	murQ_1			
IBJBGECL_00121	CDS	990		3.5.2.6		Beta-lactamase
IBJBGECL_00121	gene	990				
IBJBGECL_00122	CDS	420	sorF		COG2893	PTS system sorbose-specific EIIA component
IBJBGECL_00122	gene	420	sorF			
IBJBGECL_00123	CDS	810				hypothetical protein
IBJBGECL_00123	gene	810				
IBJBGECL_00124	CDS	609	sodA	1.15.1.1		superoxide dismutase
IBJBGECL_00124	gene	609	sodA			
IBJBGECL_00125	CDS	981	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
IBJBGECL_00125	gene	981	dapF			
IBJBGECL_00126	CDS	1209				transcriptional regulator
IBJBGECL_00126	gene	1209				
IBJBGECL_00127	CDS	702	nagB_1	3.5.99.6		glucosamine-6-phosphate deaminase
IBJBGECL_00127	gene	702	nagB_1			
IBJBGECL_00128	CDS	702				MgtC family protein
IBJBGECL_00128	gene	702				
IBJBGECL_00129	CDS	570	lemA		COG1704	Protein LemA
IBJBGECL_00129	gene	570	lemA			
IBJBGECL_00130	CDS	1287				hypothetical protein
IBJBGECL_00130	gene	1287				
IBJBGECL_00131	CDS	966		1.17.4.1		ribonucleotide-diphosphate reductase, beta subunit
IBJBGECL_00131	gene	966				
IBJBGECL_00132	CDS	2160		1.17.4.1		ribonucleoside-diphosphate reductase subunit alpha
IBJBGECL_00132	gene	2160				
IBJBGECL_00133	CDS	378	nrdI_1			putative flavoprotein NrdI
IBJBGECL_00133	gene	378	nrdI_1			
IBJBGECL_00134	CDS	225				glutaredoxin
IBJBGECL_00134	gene	225				
IBJBGECL_00135	CDS	474				ferrous iron transport protein A
IBJBGECL_00135	gene	474				
IBJBGECL_00136	CDS	2151				ferrous iron transport protein B
IBJBGECL_00136	gene	2151				
IBJBGECL_00137	CDS	138				hypothetical protein
IBJBGECL_00137	gene	138				
IBJBGECL_00138	tRNA	74				tRNA-Lys(ctt)
IBJBGECL_00138	gene	74				
IBJBGECL_00139	CDS	789				hypothetical protein
IBJBGECL_00139	gene	789				
IBJBGECL_00140	CDS	1383				hypothetical protein
IBJBGECL_00140	gene	1383				
IBJBGECL_00141	CDS	1188				hypothetical protein
IBJBGECL_00141	gene	1188				
IBJBGECL_00142	CDS	1890				hypothetical protein
IBJBGECL_00142	gene	1890				
IBJBGECL_00143	CDS	666		3.6.3.-		ABC transporter ATP-binding protein
IBJBGECL_00143	gene	666				
IBJBGECL_00144	CDS	93				hypothetical protein
IBJBGECL_00144	gene	93				
IBJBGECL_00145	CDS	93				hypothetical protein
IBJBGECL_00145	gene	93				
IBJBGECL_00146	CDS	288				hypothetical protein
IBJBGECL_00146	gene	288				
IBJBGECL_00147	CDS	459				hypothetical protein
IBJBGECL_00147	gene	459				
IBJBGECL_00148	CDS	963				hypothetical protein
IBJBGECL_00148	gene	963				
IBJBGECL_00149	CDS	684		1.1.1.100		3-oxoacyl-ACP reductase
IBJBGECL_00149	gene	684				
IBJBGECL_00150	CDS	1047				hypothetical protein
IBJBGECL_00150	gene	1047				
IBJBGECL_00151	CDS	726				hypothetical protein
IBJBGECL_00151	gene	726				
IBJBGECL_00152	CDS	438	fabZ1_1	4.2.1.-		(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase
IBJBGECL_00152	gene	438	fabZ1_1			
IBJBGECL_00153	CDS	1191		2.3.1.179		beta-ketoacyl-acyl-carrier-protein synthase II
IBJBGECL_00153	gene	1191				
IBJBGECL_00154	CDS	3111	grsB			Gramicidin S synthase 2
IBJBGECL_00154	gene	3111	grsB			
IBJBGECL_00155	CDS	465	accD_1	6.4.1.2		acetyl-CoA carboxylase, carboxyl transferase subunit beta
IBJBGECL_00155	gene	465	accD_1			
IBJBGECL_00156	CDS	642	accA_1	6.4.1.2		acetyl-CoA carboxylase, carboxyl transferase subunit alpha
IBJBGECL_00156	gene	642	accA_1			
IBJBGECL_00157	CDS	354	panD	4.1.1.11		Aspartate 1-decarboxylase
IBJBGECL_00157	gene	354	panD			
IBJBGECL_00158	CDS	1980				hypothetical protein
IBJBGECL_00158	gene	1980				
IBJBGECL_00159	CDS	609				LuxR family DNA-binding response regulator
IBJBGECL_00159	gene	609				
IBJBGECL_00160	CDS	840		1.1.1.-		oxidoreductase, aldo/keto reductase family protein
IBJBGECL_00160	gene	840				
IBJBGECL_00161	CDS	483	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
IBJBGECL_00161	gene	483	cetB			
IBJBGECL_00162	CDS	1446		2.7.8.-		cardiolipin synthetase
IBJBGECL_00162	gene	1446				
IBJBGECL_00163	CDS	1257	tyrS1_1	6.1.1.1		tyrosyl-tRNA synthetase
IBJBGECL_00163	gene	1257	tyrS1_1			
IBJBGECL_00164	CDS	1863		4.1.1.25		tyrosine decarboxylase
IBJBGECL_00164	gene	1863				
IBJBGECL_00165	CDS	1419				amino acid permease
IBJBGECL_00165	gene	1419				
IBJBGECL_00166	CDS	1407				Na+/H+ antiporter
IBJBGECL_00166	gene	1407				
IBJBGECL_00167	CDS	918				hypothetical protein
IBJBGECL_00167	gene	918				
IBJBGECL_00168	CDS	450	yehR		COG4808	putative lipoprotein YehR
IBJBGECL_00168	gene	450	yehR			
IBJBGECL_00169	CDS	507	yutG	3.1.3.27		phosphatidylglycerophosphatase A
IBJBGECL_00169	gene	507	yutG			
IBJBGECL_00170	CDS	954	ldhB	1.1.1.27		L-lactate dehydrogenase
IBJBGECL_00170	gene	954	ldhB			
IBJBGECL_00171	CDS	363				hypothetical protein
IBJBGECL_00171	gene	363				
IBJBGECL_00172	CDS	411				hypothetical protein
IBJBGECL_00172	gene	411				
IBJBGECL_00173	CDS	828				LysR family transcriptional regulator
IBJBGECL_00173	gene	828				
IBJBGECL_00174	CDS	969				C4-dicarboxylate transporter/malic acid transport protein
IBJBGECL_00174	gene	969				
IBJBGECL_00175	CDS	960		4.2.1.46		NAD-dependent epimerase/dehydratase
IBJBGECL_00175	gene	960				
IBJBGECL_00176	CDS	330	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
IBJBGECL_00176	gene	330	ytcD_1			
IBJBGECL_00177	CDS	618		1.6.99.-		nitroreductase family protein
IBJBGECL_00177	gene	618				
IBJBGECL_00178	CDS	1014		2.7.7.63		lipoyltransferase and lipoate-protein ligase A
IBJBGECL_00178	gene	1014				
IBJBGECL_00179	CDS	849	htpX	3.4.24.-		Protease HtpX
IBJBGECL_00179	gene	849	htpX			
IBJBGECL_00180	CDS	327				hypothetical protein
IBJBGECL_00180	gene	327				
IBJBGECL_00181	CDS	279				hypothetical protein
IBJBGECL_00181	gene	279				
IBJBGECL_00182	CDS	936				LacI family sugar-binding transcriptional regulator
IBJBGECL_00182	gene	936				
IBJBGECL_00183	CDS	597		1.6.99.-		nitroreductase family protein
IBJBGECL_00183	gene	597				
IBJBGECL_00184	CDS	846				glyoxalase family protein
IBJBGECL_00184	gene	846				
IBJBGECL_00185	CDS	762				DeoR-like helix-turn-helix protein
IBJBGECL_00185	gene	762				
IBJBGECL_00186	CDS	1401				hypothetical protein
IBJBGECL_00186	gene	1401				
IBJBGECL_00187	CDS	651				uracil-DNA glycosylase, family 4
IBJBGECL_00187	gene	651				
IBJBGECL_00188	CDS	1341	mepA		COG0534	Multidrug export protein MepA
IBJBGECL_00188	gene	1341	mepA			
IBJBGECL_00189	CDS	1809		3.4.24.-		oligoendopeptidase, PepF/M3 family
IBJBGECL_00189	gene	1809				
IBJBGECL_00190	CDS	510				integral membrane protein
IBJBGECL_00190	gene	510				
IBJBGECL_00191	CDS	729			COG0217	putative transcriptional regulatory protein
IBJBGECL_00191	gene	729				
IBJBGECL_00192	CDS	459				hypothetical protein
IBJBGECL_00192	gene	459				
IBJBGECL_00193	CDS	174				hypothetical protein
IBJBGECL_00193	gene	174				
IBJBGECL_00194	CDS	975				glyoxalase family protein
IBJBGECL_00194	gene	975				
IBJBGECL_00195	CDS	573		3.1.1.1		phospholipase/carboxylesterase
IBJBGECL_00195	gene	573				
IBJBGECL_00196	CDS	1527		6.3.2.7		UDP-N-acetylmuramoylalanyl-D-glutamate--L- lysine ligase
IBJBGECL_00196	gene	1527				
IBJBGECL_00197	CDS	1650				polysaccharide biosynthesis family protein
IBJBGECL_00197	gene	1650				
IBJBGECL_00198	CDS	735		5.4.99.-		16S rRNA pseudouridylate synthase A
IBJBGECL_00198	gene	735				
IBJBGECL_00199	CDS	1416	pepV_1	3.4.13.-		dipeptidase PepV
IBJBGECL_00199	gene	1416	pepV_1			
IBJBGECL_00200	CDS	234				hypothetical protein
IBJBGECL_00200	gene	234				
IBJBGECL_00201	CDS	1020				hypothetical protein
IBJBGECL_00201	gene	1020				
IBJBGECL_00202	CDS	954				ABC transporter ATP-binding protein
IBJBGECL_00202	gene	954				
IBJBGECL_00203	CDS	1518				glycine betaine/carnitine/choline ABC transporter
IBJBGECL_00203	gene	1518				
IBJBGECL_00204	CDS	456				arginine repressor protein
IBJBGECL_00204	gene	456				
IBJBGECL_00205	CDS	1521		5.4.2.8		phosphoglucomutase/phosphomannomutase family protein
IBJBGECL_00205	gene	1521				
IBJBGECL_00206	CDS	555				hypothetical protein
IBJBGECL_00206	gene	555				
IBJBGECL_00207	CDS	852		5.4.99.-		23S rRNA pseudouridine synthase D
IBJBGECL_00207	gene	852				
IBJBGECL_00208	CDS	2187		2.4.2.-		penicillin-binding protein, 1A family
IBJBGECL_00208	gene	2187				
IBJBGECL_00209	CDS	342				hypothetical protein
IBJBGECL_00209	gene	342				
IBJBGECL_00210	CDS	1236		3.1.3.16		Ser/Thr protein phosphatase family protein
IBJBGECL_00210	gene	1236				
IBJBGECL_00211	CDS	2712	yhaN		COG4717	putative protein YhaN
IBJBGECL_00211	gene	2712	yhaN			
IBJBGECL_00212	CDS	945		3.1.-.-		3'-5' exoribonuclease yhaM
IBJBGECL_00212	gene	945				
IBJBGECL_00213	CDS	1029		5.2.1.8		Foldase protein prsA
IBJBGECL_00213	gene	1029				
IBJBGECL_00214	CDS	345				YtxH-like protein
IBJBGECL_00214	gene	345				
IBJBGECL_00215	CDS	426		3.-.-.-		histidine triad protein
IBJBGECL_00215	gene	426				
IBJBGECL_00216	CDS	738	ecsA			ABC transporter ATP-binding protein
IBJBGECL_00216	gene	738	ecsA			
IBJBGECL_00217	CDS	1212	ecsB			Bacterial ABC transporter protein EcsB
IBJBGECL_00217	gene	1212	ecsB			
IBJBGECL_00218	CDS	780		2.7.-.-		Phosphotransferase
IBJBGECL_00218	gene	780				
IBJBGECL_00219	CDS	645	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
IBJBGECL_00219	gene	645	trmB			
IBJBGECL_00220	CDS	747	murR_1			HTH-type transcriptional regulator MurR
IBJBGECL_00220	gene	747	murR_1			
IBJBGECL_00221	CDS	927		2.7.1.56		1-phosphofructokinase
IBJBGECL_00221	gene	927				
IBJBGECL_00222	CDS	1419		2.7.1.69		PTS system fructose-specific transporter subunit IIBC
IBJBGECL_00222	gene	1419				
IBJBGECL_00223	CDS	462		2.7.1.-		PTS system fructose-specific transporter subunit IIA
IBJBGECL_00223	gene	462				
IBJBGECL_00224	CDS	978	lacD1	4.1.2.40		tagatose 1,6-diphosphate aldolase
IBJBGECL_00224	gene	978	lacD1			
IBJBGECL_00225	CDS	534				hypothetical protein
IBJBGECL_00225	gene	534				
IBJBGECL_00226	CDS	432		2.3.1.-		GNAT family acetyltransferase
IBJBGECL_00226	gene	432				
IBJBGECL_00227	CDS	1146				permease
IBJBGECL_00227	gene	1146				
IBJBGECL_00228	CDS	1380				hemolysin
IBJBGECL_00228	gene	1380				
IBJBGECL_00229	CDS	1575	prfC			peptide chain release factor 3
IBJBGECL_00229	gene	1575	prfC			
IBJBGECL_00230	CDS	444				hypothetical protein
IBJBGECL_00230	gene	444				
IBJBGECL_00231	CDS	648				membrane protein
IBJBGECL_00231	gene	648				
IBJBGECL_00232	CDS	1071				hypothetical protein
IBJBGECL_00232	gene	1071				
IBJBGECL_00233	CDS	315				hypothetical protein
IBJBGECL_00233	gene	315				
IBJBGECL_00234	CDS	2241	clpE			UvrB/UvrC protein/AAA ATPase
IBJBGECL_00234	gene	2241	clpE			
IBJBGECL_00235	CDS	192				hypothetical protein
IBJBGECL_00235	gene	192				
IBJBGECL_00236	CDS	267	ptsH	2.7.11.-		phosphocarrier protein HPr
IBJBGECL_00236	gene	267	ptsH			
IBJBGECL_00237	CDS	1728	ptsI	2.7.3.9		Phosphoenolpyruvate-protein phosphotransferase
IBJBGECL_00237	gene	1728	ptsI			
IBJBGECL_00238	CDS	1035				cell wall surface anchor family protein
IBJBGECL_00238	gene	1035				
IBJBGECL_00239	CDS	738				hypothetical protein
IBJBGECL_00239	gene	738				
IBJBGECL_00240	CDS	2286				hypothetical protein
IBJBGECL_00240	gene	2286				
IBJBGECL_00241	CDS	1284	tig			trigger factor
IBJBGECL_00241	gene	1284	tig			
IBJBGECL_00242	CDS	663				hypothetical protein
IBJBGECL_00242	gene	663				
IBJBGECL_00243	CDS	1923		2.7.1.69		PTS system fructose-specific transporter subunit IIABC
IBJBGECL_00243	gene	1923				
IBJBGECL_00244	CDS	918		2.7.1.56		hexose kinase, 1-phosphofructokinase family protein
IBJBGECL_00244	gene	918				
IBJBGECL_00245	CDS	753				DeoR-like helix-turn-helix protein
IBJBGECL_00245	gene	753				
IBJBGECL_00246	CDS	1560				voltage-gated cchloride transporter, chloride channel family protein
IBJBGECL_00246	gene	1560				
IBJBGECL_00247	CDS	2259		3.6.1.-		ATP-dependent DNA helicase
IBJBGECL_00247	gene	2259				
IBJBGECL_00248	CDS	2031	ligA	6.5.1.2		NAD-dependent DNA ligase
IBJBGECL_00248	gene	2031	ligA			
IBJBGECL_00249	CDS	306	gatC	6.3.5.-		aspartyl/glutamyl-tRNA amidotransferase subunit C
IBJBGECL_00249	gene	306	gatC			
IBJBGECL_00250	CDS	1470	gatA_1	6.3.5.-		glutamyl-tRNA(Gln) amidotransferase subunit A
IBJBGECL_00250	gene	1470	gatA_1			
IBJBGECL_00251	CDS	1431	gatB	6.3.5.-		aspartyl/glutamyl-tRNA amidotransferase subunit B
IBJBGECL_00251	gene	1431	gatB			
IBJBGECL_00252	CDS	1089		2.7.1.107		Diacylglycerol kinase
IBJBGECL_00252	gene	1089				
IBJBGECL_00253	CDS	1374		2.1.1.190		23S rRNA (uracil-5-)-methyltransferase
IBJBGECL_00253	gene	1374				
IBJBGECL_00254	CDS	129				hypothetical protein
IBJBGECL_00254	gene	129				
